source,target,tgt_lng,src_lng,ship_id,ship_type,nation,variant,zh_CN_standard,zh_CN_target,same_source_alternatives
꼬마 앵커리지,小安克雷奇,zh-CN,ko,103291,重巡,白鹰,,小安克雷奇,小安克雷奇,
꼬마 에기르,小埃格妮丝,zh-CN,ko,403161,超巡,铁血,,小埃吉尔,小埃格妮丝,
꼬마 엔터프라이즈,小企业,zh-CN,ko,107991,正航,白鹰,,小企业,小企业,
꼬마 일러스트리어스,小光辉,zh-CN,ko,207091,正航,皇家,,小光辉,小光辉,
꼬마 체셔,小柴郡,zh-CN,ko,203101,重巡,皇家,,小柴郡,小柴郡,
꼬마 클리블랜드,小克利夫兰,zh-CN,ko,102201,轻巡,白鹰,,小克利夫兰,小克利夫兰,
꼬마 포미더블,小可畏,zh-CN,ko,207131,正航,皇家,,小可畏,小可畏,
꼬마 프리드리히,小腓德雷卡,zh-CN,ko,405061,战列,铁血,,小腓特烈,小腓德雷卡,
꼬마 프린츠 오이겐,小萨沃伊,zh-CN,ko,403121,重巡,铁血,,小欧根,小萨沃伊,
꼬마 헬레나,小海伦娜,zh-CN,ko,102191,轻巡,白鹰,,小海伦娜,小海伦娜,
꼬마 히에이,小鲟,zh-CN,ko,304061,战巡,重樱,,小比叡,小鲟,
나가나미,苌,zh-CN,ko,301831,驱逐,重樱,,长波,苌,
나가라,貊,zh-CN,ko,302041,轻巡,重樱,,长良,貊,
나가츠키,枨,zh-CN,ko,301391,驱逐,重樱,,长月,枨,
나가토,鲨,zh-CN,ko,305051,战列,重樱,,长门,鲨,
나가토·META,鲨·META,zh-CN,ko,900459,战列,META,META,长门·META,鲨·META,
나기사,凪咲,zh-CN,ko,10600051,战列,联动阵营,,凪咲,凪咲,
나나 아스타 데빌룩,娜娜·阿丝达·戴比路克,zh-CN,ko,900474,驱逐,联动阵营,,娜娜·阿丝达·戴比路克,娜娜·阿丝达·戴比路克,
나미코,奈美子,zh-CN,ko,10800041,重巡,联动阵营,,奈美子,奈美子,
나요로,貀,zh-CN,ko,302291,轻巡,重樱,,名寄,貀,
나츠이로 마츠리,夏色祭,zh-CN,ko,900802,驱逐,联动阵营,,夏色祭,夏色祭,
나치,狏,zh-CN,ko,303081,重巡,重樱,,那智,狏,
나카,豻,zh-CN,ko,302141,轻巡,重樱,,那珂,豻,
나키리 아야메,百鬼绫目,zh-CN,ko,900803,重巡,联动阵营,,百鬼绫目,百鬼绫目,
나토리,猽,zh-CN,ko,302061,轻巡,重樱,,名取,猽,
나폴리,那不勒斯,zh-CN,ko,699021,重巡,撒丁帝国,,那不勒斯,那不勒斯,
네바다,内华达,zh-CN,ko,105011,战列,白鹰,,内华达,内华达,
네바다·META,内华达·META,zh-CN,ko,9705091,战列,META,META,内华达·META,内华达·META,
네코네,猫音,zh-CN,ko,10300021,驱逐,联动阵营,,猫音,猫音,
넬슨,纳尔逊,zh-CN,ko,205031,战列,皇家,,纳尔逊,纳尔逊,
넵튠,海王星,zh-CN,ko,299011,轻巡,皇家,,海王星,海王星,海王星 [皇家 轻巡] | 涅普顿 [联动阵营 轻巡]
넵튠,涅普顿,zh-CN,ko,10100011,轻巡,联动阵营,,涅普顿,涅普顿,海王星 [皇家 轻巡] | 涅普顿 [联动阵营 轻巡]
노샘프턴,北安普敦,zh-CN,ko,103031,重巡,白鹰,,北安普敦,北安普敦,
노샘프턴Ⅱ,北安普敦II,zh-CN,ko,103261,重巡,白鹰,II型,北安普敦II,北安普敦II,
노스캐롤라이나,北卡罗来纳,zh-CN,ko,105121,战列,白鹰,,北卡罗来纳,北卡罗来纳,
노시로,貅,zh-CN,ko,302211,轻巡,重樱,,能代,貅,
노시로(μ장비),貅(μ兵装),zh-CN,ko,302241,轻巡,重樱,μ兵装,能代(μ兵装),貅(μ兵装),
노와키,苓,zh-CN,ko,301201,驱逐,重樱,,野分,苓,
노틸러스,鹦鹉螺,zh-CN,ko,108071,潜艇,白鹰,,鹦鹉螺,鹦鹉螺,
노포크,诺福克,zh-CN,ko,203051,重巡,皇家,,诺福克,诺福克,
뇨텐구,女天狗,zh-CN,ko,10600061,正航,联动阵营,,女天狗,女天狗,
누비안,努比亚人,zh-CN,ko,201371,驱逐,皇家,,努比亚人,努比亚人,
뉘른베르크,诺菈,zh-CN,ko,402051,轻巡,铁血,,纽伦堡,诺菈,
뉴올리언스,新奥尔良,zh-CN,ko,103121,重巡,白鹰,,新奥尔良,新奥尔良,
뉴저지,花园,zh-CN,ko,105171,战列,白鹰,,新泽西,花园,
뉴캐슬,纽卡斯尔,zh-CN,ko,202191,轻巡,皇家,,纽卡斯尔,纽卡斯尔,
느와르,诺瓦露,zh-CN,ko,10100021,重巡,联动阵营,,诺瓦露,诺瓦露,
니나 프리드,妮娜·弗里德,zh-CN,ko,900518,战列,联动阵营,,妮娜·弗里德,妮娜·弗里德,
니이즈키,枥,zh-CN,ko,301561,驱逐,重樱,,新月,枥,
니콜라스,尼古拉斯,zh-CN,ko,101311,驱逐,白鹰,,尼古拉斯,尼古拉斯,
니콜로소 다 레코,尼科洛索·达雷科,zh-CN,ko,601061,驱逐,撒丁帝国,,尼科洛索·达雷科,尼科洛索·达雷科,
닝하이,宁海,zh-CN,ko,502021,轻巡,东煌,,宁海,宁海,
다운즈,唐斯,zh-CN,ko,101041,驱逐,白鹰,,唐斯,唐斯,
다이도,黛朵,zh-CN,ko,202041,轻巡,皇家,,黛朵,黛朵,
다이도(μ장비),黛朵(μ兵装),zh-CN,ko,202281,轻巡,皇家,μ兵装,黛朵(μ兵装),黛朵(μ兵装),
다이센,鳝,zh-CN,ko,399071,战列,重樱,,大山,鳝,
다이호,鹩,zh-CN,ko,307071,正航,重樱,,大凤,鹩,
다이호(μ장비),鹩(μ兵装),zh-CN,ko,307111,正航,重樱,μ兵装,大凤(μ兵装),鹩(μ兵装),
다이호·META,鹩·META,zh-CN,ko,9707051,正航,META,META,大凤·META,鹩·META,
대처,撒切尔,zh-CN,ko,101121,驱逐,白鹰,,撒切尔,撒切尔,
데본셔,德文郡,zh-CN,ko,203131,重巡,皇家,,德文郡,德文郡,
데이스,鲦鱼,zh-CN,ko,108011,潜艇,白鹰,,鲦鱼,鲦鱼,
덴버,丹佛,zh-CN,ko,102151,轻巡,白鹰,,丹佛,丹佛,
도셋셔,多塞特郡,zh-CN,ko,203061,重巡,皇家,,多塞特郡,多塞特郡,
도이칠란트,亚勒玛妮亚,zh-CN,ko,403041,重巡,铁血,,德意志,亚勒玛妮亚,
돌핀,海豚号,zh-CN,ko,9600111,风帆,飓风船团,,海豚号,海豚号,
됭케르크,敦刻尔克,zh-CN,ko,904011,战巡,维希教廷,,敦刻尔克,敦刻尔克,
됭케르크·META,敦刻尔克·META,zh-CN,ko,9704061,战巡,META,META,敦刻尔克·META,敦刻尔克·META,
두카 델리 아브루치,阿布鲁齐公爵,zh-CN,ko,602011,轻巡,撒丁帝国,,阿布鲁齐公爵,阿布鲁齐公爵,
뒤게 트루앵,迪盖·特鲁因,zh-CN,ko,802041,轻巡,自由鸢尾,,迪盖·特鲁因,迪盖·特鲁因,
뒤스부르크,多琳妮娅,zh-CN,ko,402111,轻巡,铁血,,杜伊斯堡,多琳妮娅,
뒤켄,迪凯纳,zh-CN,ko,803031,重巡,自由鸢尾,,迪凯纳,迪凯纳,
듀이,杜威,zh-CN,ko,101021,驱逐,白鹰,,杜威,杜威,
듀이·META,杜威·META,zh-CN,ko,9701101,驱逐,META,META,杜威·META,杜威·META,
듀크 오브 요크,约克公爵,zh-CN,ko,205071,战列,皇家,,约克公爵,约克公爵,
듀플렉스,迪普莱克斯,zh-CN,ko,900445,重巡,维希教廷,,迪普莱克斯,迪普莱克斯,
드 제번 프로빈시엔,七省,zh-CN,ko,900496,轻巡,郁金王国,,七省,七省,
드레이크,德雷克,zh-CN,ko,299041,重巡,皇家,,德雷克,德雷克,
드미트리 돈스코이,迪米特里·顿斯科伊,zh-CN,ko,799031,轻巡,北方联合,,迪米特里·顿斯科伊,迪米特里·顿斯科伊,
딩안,定安,zh-CN,ko,519011,运输,东煌,,定安,定安,
라 갈리소니에르,拉·加利索尼埃,zh-CN,ko,902011,轻巡,维希教廷,,拉·加利索尼埃,拉·加利索尼埃,
라 갈리소니에르·META,拉·加利索尼埃·META,zh-CN,ko,9702041,轻巡,META,META,拉·加利索尼埃·META,拉·加利索尼埃·META,
라라 사타린 데빌룩,菈菈·撒塔琳·戴比路克,zh-CN,ko,900473,重巡,联动阵营,,菈菈·撒塔琳·戴比路克,菈菈·撒塔琳·戴比路克,
라이온,狮,zh-CN,ko,205161,战列,皇家,,狮,狮,
라이잘린 스타우트,莱莎琳·斯托特,zh-CN,ko,10900011,轻巡,联动阵营,,莱莎琳·斯托特,莱莎琳·斯托特,
라이프치히,莉普莎,zh-CN,ko,402041,轻巡,铁血,,莱比锡,莉普莎,
라임,莱姆号,zh-CN,ko,9600131,风帆,飓风船团,,莱姆号,莱姆号,
라파엘로,拉斐尔,zh-CN,ko,605081,战列,撒丁帝国,,拉斐尔,拉斐尔,
라피,拉菲,zh-CN,ko,101171,驱逐,白鹰,,拉菲,拉菲,
라피Ⅱ,拉菲II,zh-CN,ko,101511,驱逐,白鹰,II型,拉菲II,拉菲II,
래드포드,拉德福特,zh-CN,ko,101291,驱逐,白鹰,,拉德福特,拉德福特,
랭글리,兰利,zh-CN,ko,107011,轻航,白鹰,,兰利,兰利,
랭글리Ⅱ,兰利II,zh-CN,ko,107271,轻航,白鹰,II型,兰利II,兰利II,
랭동타블,不屈,zh-CN,ko,901131,驱逐,维希教廷,,不屈,不屈,
런던,伦敦,zh-CN,ko,203011,重巡,皇家,,伦敦,伦敦,
레겐스부르크,瑞吉娜,zh-CN,ko,402101,轻巡,铁血,,雷根斯堡,瑞吉娜,
레겐스부르크·META,瑞吉娜·META,zh-CN,ko,9702111,轻巡,META,META,雷根斯堡·META,瑞吉娜·META,
레오나르도 다 빈치,莱昂纳多·达·芬奇,zh-CN,ko,608021,潜艇,撒丁帝国,,莱昂纳多·达·芬奇,莱昂纳多·达·芬奇,
레이냐,蕾妮雅,zh-CN,ko,900516,驱逐,联动阵营,,蕾妮雅,蕾妮雅,
레인저,突击者,zh-CN,ko,107041,轻航,白鹰,,突击者,突击者,
렉싱턴,列克星敦,zh-CN,ko,107021,正航,白鹰,,列克星敦,列克星敦,
렉싱턴Ⅱ,列克星敦II,zh-CN,ko,107161,正航,白鹰,II型,列克星敦II,列克星敦II,
로그 카이젤 그리드맨,狂战帝王古立特,zh-CN,ko,900808,轻巡,联动阵营,,狂战帝王古立特,狂战帝王古立特,
로데슈,果敢,zh-CN,ko,900444,驱逐,维希教廷,,果敢,果敢,
로드니,罗德尼,zh-CN,ko,205041,战列,皇家,,罗德尼,罗德尼,
로드니·META,罗德尼·META,zh-CN,ko,9705051,战列,META,META,罗德尼·META,罗德尼·META,
로마,罗马,zh-CN,ko,605031,战列,撒丁帝国,,罗马,罗马,
로열 오크,皇家橡树,zh-CN,ko,205141,战列,皇家,,皇家橡树,皇家橡树,
로열 제임스,皇家詹姆斯号,zh-CN,ko,9600151,风帆,飓风船团,,皇家詹姆斯号,皇家詹姆斯号,
로열 포춘,皇家财富号,zh-CN,ko,900405,风帆,飓风船团,,皇家财富号,皇家财富号,
로피니아트르,倔强,zh-CN,ko,801041,驱逐,自由鸢尾,,倔强,倔强,
론,艾伯塔,zh-CN,ko,499011,重巡,铁血,,罗恩,艾伯塔,
론(μ장비),艾伯塔(μ兵装),zh-CN,ko,403081,重巡,铁血,μ兵装,罗恩(μ兵装),艾伯塔(μ兵装),
롤리,罗利,zh-CN,ko,102021,轻巡,白鹰,,罗利,罗利,
롱 아일랜드,长岛,zh-CN,ko,106011,轻航,白鹰,,长岛,长岛,
롱우,龙武,zh-CN,ko,501051,驱逐,东煌,,龙武,龙武,
루나,露娜,zh-CN,ko,10600081,轻航,联动阵营,,露娜,露娜,
루루티에,露露缇耶,zh-CN,ko,10300031,轻巡,联动阵营,,露露缇耶,露露缇耶,
루이빌,路易斯维尔,zh-CN,ko,103271,重巡,白鹰,,路易斯维尔,路易斯维尔,
뤼초,露西,zh-CN,ko,404041,战巡,铁血,,吕佐夫,露西,
류 리온,琉·璃昂,zh-CN,ko,11400021,轻巡,联动阵营,,琉·璃昂,琉·璃昂,
류조,枭,zh-CN,ko,306061,轻航,重樱,,龙骧,枭,
류호,鸗,zh-CN,ko,306071,轻航,重樱,,龙凤,鸗,
르 마르스,勒马尔,zh-CN,ko,901011,驱逐,维希教廷,,勒马尔,勒马尔,
르 말랭,恶毒,zh-CN,ko,901111,驱逐,维希教廷,,恶毒,恶毒,
르 말랭(μ장비),恶毒(μ兵装),zh-CN,ko,901121,驱逐,维希教廷,μ兵装,恶毒(μ兵装),恶毒(μ兵装),
르 아르디,大胆,zh-CN,ko,801051,驱逐,自由鸢尾,,大胆,大胆,
르 테리블,可怖,zh-CN,ko,801071,驱逐,自由鸢尾,,可怖,可怖,
르 테메레르,鲁莽,zh-CN,ko,801031,驱逐,自由鸢尾,,鲁莽,鲁莽,
르 테메레르(μ장비),鲁莽(μ兵装),zh-CN,ko,801091,驱逐,自由鸢尾,μ兵装,鲁莽(μ兵装),鲁莽(μ兵装),
르 트리옹팡,凯旋,zh-CN,ko,801011,驱逐,自由鸢尾,,凯旋,凯旋,
리나운,声望,zh-CN,ko,204011,战巡,皇家,,声望,声望,
리나운·META,声望·META,zh-CN,ko,900504,战巡,META,META,声望·META,声望·META,
리노,里诺,zh-CN,ko,102261,轻巡,白鹰,,里诺,里诺,
리버풀,利物浦,zh-CN,ko,202341,轻巡,皇家,,利物浦,利物浦,
리베치오,西南风,zh-CN,ko,601051,驱逐,撒丁帝国,,西南风,西南风,
리벤지,复仇,zh-CN,ko,205111,战列,皇家,,复仇,复仇,
리슐리외,黎塞留,zh-CN,ko,805011,战列,自由鸢尾,,黎塞留,黎塞留,
리엔더,利安得,zh-CN,ko,202011,轻巡,皇家,,利安得,利安得,
리옹,里昂,zh-CN,ko,805021,战列,自由鸢尾,,里昂,里昂,
리치몬드,里士满,zh-CN,ko,102111,轻巡,白鹰,,里士满,里士满,
리토리오,利托里奥,zh-CN,ko,605021,战列,撒丁帝国,,利托里奥,利托里奥,
리펄스,反击,zh-CN,ko,204021,战巡,皇家,,反击,反击,
리펄스·META,反击·META,zh-CN,ko,900505,战巡,META,META,反击·META,反击·META,
릴라 디자이어스,莉拉·德西亚斯,zh-CN,ko,10900041,重巡,联动阵营,,莉拉·德西亚斯,莉拉·德西亚斯,
마그데부르크,马格达莱娜,zh-CN,ko,402061,轻巡,铁血,,马格德堡,马格达莱娜,
마르세예즈,马赛曲,zh-CN,ko,902021,轻巡,维希教廷,,马赛曲,马赛曲,
마르코 폴로,马可波罗,zh-CN,ko,699011,战列,撒丁帝国,,马可波罗,马可波罗,
마리 로즈,玛莉萝丝,zh-CN,ko,10600011,驱逐,联动阵营,,玛莉萝丝,玛莉萝丝,
마블헤드,马布尔黑德,zh-CN,ko,102271,轻巡,白鹰,,马布尔黑德,马布尔黑德,
마세나,马塞纳,zh-CN,ko,804011,战巡,自由鸢尾,,马塞纳,马塞纳,
마야,犮,zh-CN,ko,303131,重巡,重樱,,摩耶,犮,
마에스트라레,西北风,zh-CN,ko,601041,驱逐,撒丁帝国,,西北风,西北风,
마이예 브레제,马耶·布雷泽,zh-CN,ko,801081,驱逐,自由鸢尾,,马耶·布雷泽,马耶·布雷泽,
마인츠,米兹,zh-CN,ko,499031,轻巡,铁血,,美因茨,米兹,
마조레 바라카,巴拉卡少校,zh-CN,ko,608031,潜艇,撒丁帝国,,巴拉卡少校,巴拉卡少校,
마츠카제,棡,zh-CN,ko,301311,驱逐,重樱,,松风,棡,
마키나미,棬,zh-CN,ko,301801,驱逐,重樱,,卷波,棬,
매사추세츠,马萨诸塞,zh-CN,ko,105191,战列,白鹰,,马萨诸塞,马萨诸塞,
매치리스,无敌,zh-CN,ko,201261,驱逐,皇家,,无敌,无敌,
맥콜,麦考尔,zh-CN,ko,101071,驱逐,白鹰,,麦考尔,麦考尔,
맨체스터,曼彻斯特,zh-CN,ko,202091,轻巡,皇家,,曼彻斯特,曼彻斯特,
머스킷티어,火枪手,zh-CN,ko,201271,驱逐,皇家,,火枪手,火枪手,
멀라니,马拉尼,zh-CN,ko,101391,驱逐,白鹰,,马拉尼,马拉尼,
메리 셀러스트,玛丽·西莱斯特号,zh-CN,ko,900462,风帆,飓风船团,,玛丽·西莱斯特号,玛丽·西莱斯特号,
메릴랜드,马里兰,zh-CN,ko,105101,战列,白鹰,,马里兰,马里兰,
메클렌부르크,梅克琳达,zh-CN,ko,499101,战列,铁血,,梅克伦堡,梅克琳达,
멤피스,孟菲斯,zh-CN,ko,102161,轻巡,白鹰,,孟菲斯,孟菲斯,
멤피스·META,孟菲斯·META,zh-CN,ko,900390,轻巡,META,META,孟菲斯·META,孟菲斯·META,
모가도르,莫加多尔,zh-CN,ko,900809,驱逐,维希教廷,,莫加多尔,莫加多尔,
모가미,猨,zh-CN,ko,302101,轻巡,重樱,,最上,猨,
모나크,君主,zh-CN,ko,299021,战列,皇家,,君主,君主,
모니카,莫妮卡,zh-CN,ko,10600071,轻巡,联动阵营,,莫妮卡,莫妮卡,
모리,莫里,zh-CN,ko,101081,驱逐,白鹰,,莫里,莫里,
모리슨,赛普拉斯,zh-CN,ko,101471,驱逐,白鹰,,莫里森,赛普拉斯,
모모 베리아 데빌룩,梦梦·贝莉雅·戴比路克,zh-CN,ko,900475,轻巡,联动阵营,,梦梦·贝莉雅·戴比路克,梦梦·贝莉雅·戴比路克,
모스크바,莫斯科,zh-CN,ko,703031,重巡,北方联合,,莫斯科,莫斯科,
몬트필리어,蒙彼利埃,zh-CN,ko,102141,轻巡,白鹰,,蒙彼利埃,蒙彼利埃,
묘코,獌,zh-CN,ko,303071,重巡,重樱,,妙高,獌,
무라사키,紫,zh-CN,ko,11000061,轻航,联动阵营,,紫,紫,
무라사키 시온,紫咲诗音,zh-CN,ko,900805,轻航,联动阵营,,紫咲诗音,紫咲诗音,
무르만스크,摩尔曼斯克,zh-CN,ko,702061,轻巡,北方联合,,摩尔曼斯克,摩尔曼斯克,
무사시,鳄,zh-CN,ko,305101,战列,重樱,,武藏,鳄,
무지나,貉,zh-CN,ko,10800071,战列,联动阵营,,貉,貉,
무츠,鲛,zh-CN,ko,305061,战列,重樱,,陆奥,鲛,
무츠키,松,zh-CN,ko,301321,驱逐,重樱,,睦月,松,
미나미 유메,南梦芽,zh-CN,ko,10800051,重巡,联动阵营,,南梦芽,南梦芽,
미나세,鼯,zh-CN,ko,302271,轻巡,重樱,,水无濑,鼯,
미나세 이오리,水濑伊织,zh-CN,ko,10700031,战列,联动阵营,,水濑伊织,水濑伊织,
미나즈키,杌,zh-CN,ko,301371,驱逐,重樱,,水无月,杌,
미나토 아쿠아,湊阿库娅,zh-CN,ko,900807,潜艇,联动阵营,,湊阿库娅,湊阿库娅,
미니애폴리스,明尼阿波利斯,zh-CN,ko,103131,重巡,白鹰,,明尼阿波利斯,明尼阿波利斯,
미사키,海咲,zh-CN,ko,10600041,轻巡,联动阵营,,海咲,海咲,
미우라 아즈사,三浦 梓,zh-CN,ko,10700041,重巡,联动阵营,,三浦 梓,三浦 梓,
미유키,梧,zh-CN,ko,301041,驱逐,重樱,,深雪,梧,
미치시오,樠,zh-CN,ko,301651,驱逐,重樱,,满潮,樠,
미카사,鲐,zh-CN,ko,305111,战列,重樱,,三笠,鲐,
미카즈키,檧,zh-CN,ko,301411,驱逐,重樱,,三日月,檧,
미쿠마,狻,zh-CN,ko,302111,轻巡,重樱,,三隈,狻,
민스크,明斯克,zh-CN,ko,701031,驱逐,北方联合,,明斯克,明斯克,
밀러,米勒,zh-CN,ko,101531,驱逐,白鹰,,米勒,米勒,
바가티르,博加特里,zh-CN,ko,702101,轻巡,北方联合,,博加特里,博加特里,
바르톨로메오 콜레오니,巴托洛梅奥·科莱奥尼,zh-CN,ko,602031,轻巡,撒丁帝国,,巴托洛梅奥·科莱奥尼,巴托洛梅奥·科莱奥尼,
바야르,贝亚德,zh-CN,ko,899041,轻巡,自由鸢尾,,贝亚德,贝亚德,
바탄,巴丹,zh-CN,ko,107291,轻航,白鹰,,巴丹,巴丹,
배시,贝奇,zh-CN,ko,101351,驱逐,白鹰,,贝奇,贝奇,
밸리언트,英勇,zh-CN,ko,205101,战列,皇家,,英勇,英勇,
뱀파이어,吸血鬼,zh-CN,ko,201231,驱逐,皇家,,吸血鬼,吸血鬼,
뱀파이어·META,吸血鬼·META,zh-CN,ko,9701051,驱逐,META,META,吸血鬼·META,吸血鬼·META,
뱅가드,前卫,zh-CN,ko,205131,战列,皇家,,前卫,前卫,
버밍햄,伯明翰,zh-CN,ko,102231,轻巡,白鹰,,伯明翰,伯明翰,
범용형 부린,泛用型布里,zh-CN,ko,100001,驱逐,通用,,泛用型布里,泛用型布里,
벙커힐,邦克山,zh-CN,ko,107171,正航,白鹰,,邦克山,邦克山,
베스탈,女灶神,zh-CN,ko,112011,维修,白鹰,,女灶神,女灶神,
베스탈·META,女灶神·META,zh-CN,ko,9712011,维修,META,META,女灶神·META,女灶神·META,
베아른,贝亚恩,zh-CN,ko,807011,正航,自由鸢尾,,贝亚恩,贝亚恩,
베아른·META,贝亚恩·META,zh-CN,ko,9707041,正航,META,META,贝亚恩·META,贝亚恩·META,
베일리,贝利,zh-CN,ko,101271,驱逐,白鹰,,贝利,贝利,
베저,威尔玛,zh-CN,ko,406011,轻航,铁血,,威悉,威尔玛,
벤슨,本森,zh-CN,ko,101161,驱逐,白鹰,,本森,本森,
벨,贝尔,zh-CN,ko,101521,驱逐,白鹰,,贝尔,贝尔,贝尔 [白鹰 驱逐] | 贝露 [联动阵营 正航]
벨,贝露,zh-CN,ko,900077,正航,联动阵营,,贝露,贝露,贝尔 [白鹰 驱逐] | 贝露 [联动阵营 正航]
벨로나,司战女神,zh-CN,ko,202311,轻巡,皇家,,司战女神,司战女神,
벨파스트,贝尔法斯特,zh-CN,ko,202121,轻巡,皇家,,贝尔法斯特,贝尔法斯特,
보그,博格,zh-CN,ko,106021,轻航,白鹰,,博格,博格,
보로실로프,伏罗希洛夫,zh-CN,ko,702071,轻巡,北方联合,,伏罗希洛夫,伏罗希洛夫,
보이시,树城,zh-CN,ko,102291,轻巡,白鹰,,博伊西,树城,
보이시(μ장비),树城(μ兵装),zh-CN,ko,102321,轻巡,白鹰,μ兵装,博伊西(μ兵装),树城(μ兵装),
보이시·META,树城·META,zh-CN,ko,9702081,轻巡,META,META,博伊西·META,树城·META,
보클랭,沃克兰,zh-CN,ko,901031,驱逐,维希教廷,,沃克兰,沃克兰,
볼가,伏尔加,zh-CN,ko,707011,正航,北方联合,,伏尔加,伏尔加,
볼차노,博尔扎诺,zh-CN,ko,603051,重巡,撒丁帝国,,博尔扎诺,博尔扎诺,
볼차노·META,博尔扎诺·META,zh-CN,ko,900489,重巡,META,META,博尔扎诺·META,博尔扎诺·META,
볼티모어,巴尔的摩,zh-CN,ko,103161,重巡,白鹰,,巴尔的摩,巴尔的摩,
볼티모어(μ장비),巴尔的摩(μ兵装),zh-CN,ko,103251,重巡,白鹰,μ兵装,巴尔的摩(μ兵装),巴尔的摩(μ兵装),
부시,布什,zh-CN,ko,101331,驱逐,白鹰,,布什,布什,
부아 벨루,贝劳森林,zh-CN,ko,806011,轻航,自由鸢尾,,贝劳森林,贝劳森林,
불독,大斗犬,zh-CN,ko,201071,驱逐,皇家,,大斗犬,大斗犬,
브레머튼,布莱默顿,zh-CN,ko,103241,重巡,白鹰,,布莱默顿,布莱默顿,
브레스트,布雷斯特,zh-CN,ko,899031,超巡,自由鸢尾,,布雷斯特,布雷斯特,
브렌누스,布伦努斯,zh-CN,ko,803021,重巡,自由鸢尾,,布伦努斯,布伦努斯,
브루클린,布鲁克林,zh-CN,ko,102031,轻巡,白鹰,,布鲁克林,布鲁克林,
브륀힐드,贝尔莎,zh-CN,ko,404051,战巡,铁血,,布伦希尔德,贝尔莎,
브리스톨,布里斯托尔,zh-CN,ko,101491,驱逐,白鹰,,布里斯托尔,布里斯托尔,
블랑,布兰,zh-CN,ko,900076,驱逐,联动阵营,,布兰,布兰,
블랙 프린스,黑太子,zh-CN,ko,202241,轻巡,皇家,,黑太子,黑太子,
블랙 하트,圣黑之心,zh-CN,ko,10100061,重巡,联动阵营,,圣黑之心,圣黑之心,
블루길,蓝鳃鱼,zh-CN,ko,108041,潜艇,白鹰,,蓝鳃鱼,蓝鳃鱼,
블뤼허,布丽吉特,zh-CN,ko,403021,重巡,铁血,,布吕歇尔,布丽吉特,
비글,小猎兔犬,zh-CN,ko,201061,驱逐,皇家,,小猎兔犬,小猎兔犬,
비스마르크,奥德莉亚,zh-CN,ko,405011,战列,铁血,,俾斯麦,奥德莉亚,
비스마르크 Zwei,奥德莉亚Zwei,zh-CN,ko,405051,战列,铁血,,俾斯麦Zwei,奥德莉亚Zwei,
비토리오 베네토,维托里奥·维内托,zh-CN,ko,605011,战列,撒丁帝国,,维托里奥·维内托,维托里奥·维内托,
비토리오 쿠니베르티,维托里奥·库尼贝尔蒂,zh-CN,ko,699031,驱逐,撒丁帝国,,维托里奥·库尼贝尔蒂,维托里奥·库尼贝尔蒂,
빅토리어스,胜利,zh-CN,ko,207041,正航,皇家,,胜利,胜利,
빈센스,文森斯,zh-CN,ko,103101,重巡,白鹰,,文森斯,文森斯,
빈첸초 조베르티,文琴佐·焦贝蒂,zh-CN,ko,601031,驱逐,撒丁帝国,,文琴佐·焦贝蒂,文琴佐·焦贝蒂,
빌럭시,比洛克西,zh-CN,ko,102251,轻巡,白鹰,,比洛克西,比洛克西,
사라나,萨拉娜,zh-CN,ko,10300051,轻航,联动阵营,,萨拉娜,萨拉娜,
사우스다코타,南达科他,zh-CN,ko,105141,战列,白鹰,,南达科他,南达科他,
사우스햄튼,南安普顿,zh-CN,ko,202071,轻巡,皇家,,南安普顿,南安普顿,
사이렌지 하루나,西连寺春菜,zh-CN,ko,900477,战巡,联动阵营,,西连寺春菜,西连寺春菜,
사카와,貄,zh-CN,ko,302231,轻巡,重樱,,酒匂,貄,
산타페,圣塔菲,zh-CN,ko,102341,轻巡,白鹰,,圣塔菲,圣塔菲,
산후안,圣胡安,zh-CN,ko,102221,轻巡,白鹰,,圣胡安,圣胡安,
상 마르티뉴,圣马丁号,zh-CN,ko,900463,风帆,飓风船团,,圣马丁号,圣马丁号,
새러토가,萨拉托加,zh-CN,ko,107031,正航,白鹰,,萨拉托加,萨拉托加,
샌 재신토,圣哈辛托,zh-CN,ko,107301,轻航,白鹰,,圣哈辛托,圣哈辛托,
샌디,香迪,zh-CN,ko,10600121,重巡,联动阵营,,香迪,香迪,
샌디에이고,圣戴安娜,zh-CN,ko,102081,轻巡,白鹰,,圣地亚哥,圣戴安娜,
샌프란시스코,雾城,zh-CN,ko,103141,重巡,白鹰,,旧金山,雾城,
생 루이,路易九世,zh-CN,ko,899011,重巡,自由鸢尾,,路易九世,路易九世,
