source,target,tgt_lng,src_lng,ship_id,ship_type,nation,variant
꼬마 헬레나,小海伦娜,zh-CN,ko,102191,轻巡,白鹰,
꼬마 히에이,小比叡,zh-CN,ko,304061,战巡,重樱,
나가나미,长波,zh-CN,ko,301831,驱逐,重樱,
나가라,长良,zh-CN,ko,302041,轻巡,重樱,
나가츠키,长月,zh-CN,ko,301391,驱逐,重樱,
나가토,长门,zh-CN,ko,305051,战列,重樱,
나가토·META,长门·META,zh-CN,ko,900459,战列,META,META
나기사,凪咲,zh-CN,ko,10600051,战列,联动阵营,
나나 아스타 데빌룩,娜娜·阿丝达·戴比路克,zh-CN,ko,900474,驱逐,联动阵营,
나미코,奈美子,zh-CN,ko,10800041,重巡,联动阵营,
나요로,名寄,zh-CN,ko,302291,轻巡,重樱,
나츠이로 마츠리,夏色祭,zh-CN,ko,900802,驱逐,联动阵营,
나치,那智,zh-CN,ko,303081,重巡,重樱,
나카,那珂,zh-CN,ko,302141,轻巡,重樱,
나키리 아야메,百鬼绫目,zh-CN,ko,900803,重巡,联动阵营,
나토리,名取,zh-CN,ko,302061,轻巡,重樱,
나폴리,那不勒斯,zh-CN,ko,699021,重巡,撒丁帝国,
네바다,内华达,zh-CN,ko,105011,战列,白鹰,
네바다·META,内华达·META,zh-CN,ko,9705091,战列,META,META
네코네,猫音,zh-CN,ko,10300021,驱逐,联动阵营,
넬슨,纳尔逊,zh-CN,ko,205031,战列,皇家,
넵튠,海王星,zh-CN,ko,299011,轻巡,皇家,
노샘프턴,北安普敦,zh-CN,ko,103031,重巡,白鹰,
노샘프턴Ⅱ,北安普敦II,zh-CN,ko,103261,重巡,白鹰,II型
노스캐롤라이나,北卡罗来纳,zh-CN,ko,105121,战列,白鹰,
노시로,能代,zh-CN,ko,302211,轻巡,重樱,
노시로(μ장비),能代(μ兵装),zh-CN,ko,302241,轻巡,重樱,μ兵装
노와키,野分,zh-CN,ko,301201,驱逐,重樱,
노틸러스,鹦鹉螺,zh-CN,ko,108071,潜艇,白鹰,
노포크,诺福克,zh-CN,ko,203051,重巡,皇家,
뇨텐구,女天狗,zh-CN,ko,10600061,正航,联动阵营,
누비안,努比亚人,zh-CN,ko,201371,驱逐,皇家,
뉘른베르크,纽伦堡,zh-CN,ko,402051,轻巡,铁血,
뉴올리언스,新奥尔良,zh-CN,ko,103121,重巡,白鹰,
뉴저지,新泽西,zh-CN,ko,105171,战列,白鹰,
뉴캐슬,纽卡斯尔,zh-CN,ko,202191,轻巡,皇家,
느와르,诺瓦露,zh-CN,ko,10100021,重巡,联动阵营,
니나 프리드,妮娜·弗里德,zh-CN,ko,900518,战列,联动阵营,
니이즈키,新月,zh-CN,ko,301561,驱逐,重樱,
니콜라스,尼古拉斯,zh-CN,ko,101311,驱逐,白鹰,
니콜로소 다 레코,尼科洛索·达雷科,zh-CN,ko,601061,驱逐,撒丁帝国,
닝하이,宁海,zh-CN,ko,502021,轻巡,东煌,
다운즈,唐斯,zh-CN,ko,101041,驱逐,白鹰,
다이도,黛朵,zh-CN,ko,202041,轻巡,皇家,
다이도(μ장비),黛朵(μ兵装),zh-CN,ko,202281,轻巡,皇家,μ兵装
다이센,大山,zh-CN,ko,399071,战列,重樱,
다이호,大凤,zh-CN,ko,307071,正航,重樱,
다이호(μ장비),大凤(μ兵装),zh-CN,ko,307111,正航,重樱,μ兵装
다이호·META,大凤·META,zh-CN,ko,9707051,正航,META,META
대처,撒切尔,zh-CN,ko,101121,驱逐,白鹰,
데본셔,德文郡,zh-CN,ko,203131,重巡,皇家,
데이스,鲦鱼,zh-CN,ko,108011,潜艇,白鹰,
덴버,丹佛,zh-CN,ko,102151,轻巡,白鹰,
도셋셔,多塞特郡,zh-CN,ko,203061,重巡,皇家,
도이칠란트,德意志,zh-CN,ko,403041,重巡,铁血,
돌핀,海豚号,zh-CN,ko,9600111,风帆,飓风船团,
됭케르크,敦刻尔克,zh-CN,ko,904011,战巡,维希教廷,
됭케르크·META,敦刻尔克·META,zh-CN,ko,9704061,战巡,META,META
두카 델리 아브루치,阿布鲁齐公爵,zh-CN,ko,602011,轻巡,撒丁帝国,
뒤게 트루앵,迪盖·特鲁因,zh-CN,ko,802041,轻巡,自由鸢尾,
뒤스부르크,杜伊斯堡,zh-CN,ko,402111,轻巡,铁血,
뒤켄,迪凯纳,zh-CN,ko,803031,重巡,自由鸢尾,
듀이,杜威,zh-CN,ko,101021,驱逐,白鹰,
듀이·META,杜威·META,zh-CN,ko,9701101,驱逐,META,META
듀크 오브 요크,约克公爵,zh-CN,ko,205071,战列,皇家,
듀플렉스,迪普莱克斯,zh-CN,ko,900445,重巡,维希教廷,
드 제번 프로빈시엔,七省,zh-CN,ko,900496,轻巡,郁金王国,
드레이크,德雷克,zh-CN,ko,299041,重巡,皇家,
드미트리 돈스코이,迪米特里·顿斯科伊,zh-CN,ko,799031,轻巡,北方联合,
딩안,定安,zh-CN,ko,519011,运输,东煌,
라 갈리소니에르,拉·加利索尼埃,zh-CN,ko,902011,轻巡,维希教廷,
라 갈리소니에르·META,拉·加利索尼埃·META,zh-CN,ko,9702041,轻巡,META,META
라라 사타린 데빌룩,菈菈·撒塔琳·戴比路克,zh-CN,ko,900473,重巡,联动阵营,
라이온,狮,zh-CN,ko,205161,战列,皇家,
라이잘린 스타우트,莱莎琳·斯托特,zh-CN,ko,10900011,轻巡,联动阵营,
라이프치히,莱比锡,zh-CN,ko,402041,轻巡,铁血,
라임,莱姆号,zh-CN,ko,9600131,风帆,飓风船团,
라파엘로,拉斐尔,zh-CN,ko,605081,战列,撒丁帝国,
라피,拉菲,zh-CN,ko,101171,驱逐,白鹰,
라피Ⅱ,拉菲II,zh-CN,ko,101511,驱逐,白鹰,II型
래드포드,拉德福特,zh-CN,ko,101291,驱逐,白鹰,
랭글리,兰利,zh-CN,ko,107011,轻航,白鹰,
랭글리Ⅱ,兰利II,zh-CN,ko,107271,轻航,白鹰,II型
랭동타블,不屈,zh-CN,ko,901131,驱逐,维希教廷,
런던,伦敦,zh-CN,ko,203011,重巡,皇家,
레겐스부르크,雷根斯堡,zh-CN,ko,402101,轻巡,铁血,
레겐스부르크·META,雷根斯堡·META,zh-CN,ko,9702111,轻巡,META,META
레오나르도 다 빈치,莱昂纳多·达·芬奇,zh-CN,ko,608021,潜艇,撒丁帝国,
레이냐,蕾妮雅,zh-CN,ko,900516,驱逐,联动阵营,
레인저,突击者,zh-CN,ko,107041,轻航,白鹰,
렉싱턴,列克星敦,zh-CN,ko,107021,正航,白鹰,
렉싱턴Ⅱ,列克星敦II,zh-CN,ko,107161,正航,白鹰,II型
로그 카이젤 그리드맨,狂战帝王古立特,zh-CN,ko,900808,轻巡,联动阵营,
로데슈,果敢,zh-CN,ko,900444,驱逐,维希教廷,
로드니,罗德尼,zh-CN,ko,205041,战列,皇家,
로드니·META,罗德尼·META,zh-CN,ko,9705051,战列,META,META
로마,罗马,zh-CN,ko,605031,战列,撒丁帝国,
로열 오크,皇家橡树,zh-CN,ko,205141,战列,皇家,
로열 제임스,皇家詹姆斯号,zh-CN,ko,9600151,风帆,飓风船团,
로열 포춘,皇家财富号,zh-CN,ko,900405,风帆,飓风船团,
로피니아트르,倔强,zh-CN,ko,801041,驱逐,自由鸢尾,
론,罗恩,zh-CN,ko,499011,重巡,铁血,
론(μ장비),罗恩(μ兵装),zh-CN,ko,403081,重巡,铁血,μ兵装
롤리,罗利,zh-CN,ko,102021,轻巡,白鹰,
롱 아일랜드,长岛,zh-CN,ko,106011,轻航,白鹰,
롱우,龙武,zh-CN,ko,501051,驱逐,东煌,
루나,露娜,zh-CN,ko,10600081,轻航,联动阵营,
루루티에,露露缇耶,zh-CN,ko,10300031,轻巡,联动阵营,
루이빌,路易斯维尔,zh-CN,ko,103271,重巡,白鹰,
뤼초,吕佐夫,zh-CN,ko,404041,战巡,铁血,
류 리온,琉·璃昂,zh-CN,ko,11400021,轻巡,联动阵营,
류조,龙骧,zh-CN,ko,306061,轻航,重樱,
류호,龙凤,zh-CN,ko,306071,轻航,重樱,
르 마르스,勒马尔,zh-CN,ko,901011,驱逐,维希教廷,
르 말랭,恶毒,zh-CN,ko,901111,驱逐,维希教廷,
르 말랭(μ장비),恶毒(μ兵装),zh-CN,ko,901121,驱逐,维希教廷,μ兵装
르 아르디,大胆,zh-CN,ko,801051,驱逐,自由鸢尾,
르 테리블,可怖,zh-CN,ko,801071,驱逐,自由鸢尾,
르 테메레르,鲁莽,zh-CN,ko,801031,驱逐,自由鸢尾,
르 테메레르(μ장비),鲁莽(μ兵装),zh-CN,ko,801091,驱逐,自由鸢尾,μ兵装
르 트리옹팡,凯旋,zh-CN,ko,801011,驱逐,自由鸢尾,
리나운,声望,zh-CN,ko,204011,战巡,皇家,
리나운·META,声望·META,zh-CN,ko,900504,战巡,META,META
리노,里诺,zh-CN,ko,102261,轻巡,白鹰,
리버풀,利物浦,zh-CN,ko,202341,轻巡,皇家,
리베치오,西南风,zh-CN,ko,601051,驱逐,撒丁帝国,
리벤지,复仇,zh-CN,ko,205111,战列,皇家,
리슐리외,黎塞留,zh-CN,ko,805011,战列,自由鸢尾,
리엔더,利安得,zh-CN,ko,202011,轻巡,皇家,
리옹,里昂,zh-CN,ko,805021,战列,自由鸢尾,
리치몬드,里士满,zh-CN,ko,102111,轻巡,白鹰,
리토리오,利托里奥,zh-CN,ko,605021,战列,撒丁帝国,
리펄스,反击,zh-CN,ko,204021,战巡,皇家,
리펄스·META,反击·META,zh-CN,ko,900505,战巡,META,META
릴라 디자이어스,莉拉·德西亚斯,zh-CN,ko,10900041,重巡,联动阵营,
마그데부르크,马格德堡,zh-CN,ko,402061,轻巡,铁血,
마르세예즈,马赛曲,zh-CN,ko,902021,轻巡,维希教廷,
마르코 폴로,马可波罗,zh-CN,ko,699011,战列,撒丁帝国,
마리 로즈,玛莉萝丝,zh-CN,ko,10600011,驱逐,联动阵营,
마블헤드,马布尔黑德,zh-CN,ko,102271,轻巡,白鹰,
마세나,马塞纳,zh-CN,ko,804011,战巡,自由鸢尾,
마야,摩耶,zh-CN,ko,303131,重巡,重樱,
마에스트라레,西北风,zh-CN,ko,601041,驱逐,撒丁帝国,
마이예 브레제,马耶·布雷泽,zh-CN,ko,801081,驱逐,自由鸢尾,
마인츠,美因茨,zh-CN,ko,499031,轻巡,铁血,
마조레 바라카,巴拉卡少校,zh-CN,ko,608031,潜艇,撒丁帝国,
마츠카제,松风,zh-CN,ko,301311,驱逐,重樱,
마키나미,卷波,zh-CN,ko,301801,驱逐,重樱,
매사추세츠,马萨诸塞,zh-CN,ko,105191,战列,白鹰,
매치리스,无敌,zh-CN,ko,201261,驱逐,皇家,
맥콜,麦考尔,zh-CN,ko,101071,驱逐,白鹰,
맨체스터,曼彻斯特,zh-CN,ko,202091,轻巡,皇家,
머스킷티어,火枪手,zh-CN,ko,201271,驱逐,皇家,
멀라니,马拉尼,zh-CN,ko,101391,驱逐,白鹰,
메리 셀러스트,玛丽·西莱斯特号,zh-CN,ko,900462,风帆,飓风船团,
메릴랜드,马里兰,zh-CN,ko,105101,战列,白鹰,
메클렌부르크,梅克伦堡,zh-CN,ko,499101,战列,铁血,
멤피스,孟菲斯,zh-CN,ko,102161,轻巡,白鹰,
멤피스·META,孟菲斯·META,zh-CN,ko,900390,轻巡,META,META
모가도르,莫加多尔,zh-CN,ko,900809,驱逐,维希教廷,
모가미,最上,zh-CN,ko,302101,轻巡,重樱,
모나크,君主,zh-CN,ko,299021,战列,皇家,
모니카,莫妮卡,zh-CN,ko,10600071,轻巡,联动阵营,
모리,莫里,zh-CN,ko,101081,驱逐,白鹰,
모리슨,莫里森,zh-CN,ko,101471,驱逐,白鹰,
모모 베리아 데빌룩,梦梦·贝莉雅·戴比路克,zh-CN,ko,900475,轻巡,联动阵营,
모스크바,莫斯科,zh-CN,ko,703031,重巡,北方联合,
몬트필리어,蒙彼利埃,zh-CN,ko,102141,轻巡,白鹰,
묘코,妙高,zh-CN,ko,303071,重巡,重樱,
무라사키,紫,zh-CN,ko,11000061,轻航,联动阵营,
무라사키 시온,紫咲诗音,zh-CN,ko,900805,轻航,联动阵营,
무르만스크,摩尔曼斯克,zh-CN,ko,702061,轻巡,北方联合,
무사시,武藏,zh-CN,ko,305101,战列,重樱,
무지나,貉,zh-CN,ko,10800071,战列,联动阵营,
무츠,陆奥,zh-CN,ko,305061,战列,重樱,
무츠키,睦月,zh-CN,ko,301321,驱逐,重樱,
미나미 유메,南梦芽,zh-CN,ko,10800051,重巡,联动阵营,
미나세,水无濑,zh-CN,ko,302271,轻巡,重樱,
미나세 이오리,水濑伊织,zh-CN,ko,10700031,战列,联动阵营,
미나즈키,水无月,zh-CN,ko,301371,驱逐,重樱,
미나토 아쿠아,湊阿库娅,zh-CN,ko,900807,潜艇,联动阵营,
미니애폴리스,明尼阿波利斯,zh-CN,ko,103131,重巡,白鹰,
미사키,海咲,zh-CN,ko,10600041,轻巡,联动阵营,
미우라 아즈사,三浦 梓,zh-CN,ko,10700041,重巡,联动阵营,
미유키,深雪,zh-CN,ko,301041,驱逐,重樱,
미치시오,满潮,zh-CN,ko,301651,驱逐,重樱,
미카사,三笠,zh-CN,ko,305111,战列,重樱,
미카즈키,三日月,zh-CN,ko,301411,驱逐,重樱,
미쿠마,三隈,zh-CN,ko,302111,轻巡,重樱,
민스크,明斯克,zh-CN,ko,701031,驱逐,北方联合,
밀러,米勒,zh-CN,ko,101531,驱逐,白鹰,
바가티르,博加特里,zh-CN,ko,702101,轻巡,北方联合,
바르톨로메오 콜레오니,巴托洛梅奥·科莱奥尼,zh-CN,ko,602031,轻巡,撒丁帝国,
바야르,贝亚德,zh-CN,ko,899041,轻巡,自由鸢尾,
바탄,巴丹,zh-CN,ko,107291,轻航,白鹰,
배시,贝奇,zh-CN,ko,101351,驱逐,白鹰,
밸리언트,英勇,zh-CN,ko,205101,战列,皇家,
뱀파이어,吸血鬼,zh-CN,ko,201231,驱逐,皇家,
뱀파이어·META,吸血鬼·META,zh-CN,ko,9701051,驱逐,META,META
뱅가드,前卫,zh-CN,ko,205131,战列,皇家,
버밍햄,伯明翰,zh-CN,ko,102231,轻巡,白鹰,
범용형 부린,泛用型布里,zh-CN,ko,100001,驱逐,通用,
벙커힐,邦克山,zh-CN,ko,107171,正航,白鹰,
베스탈,女灶神,zh-CN,ko,112011,维修,白鹰,
베스탈·META,女灶神·META,zh-CN,ko,9712011,维修,META,META
베아른,贝亚恩,zh-CN,ko,807011,正航,自由鸢尾,
베아른·META,贝亚恩·META,zh-CN,ko,9707041,正航,META,META
베일리,贝利,zh-CN,ko,101271,驱逐,白鹰,
베저,威悉,zh-CN,ko,406011,轻航,铁血,
벤슨,本森,zh-CN,ko,101161,驱逐,白鹰,
벨,贝尔,zh-CN,ko,101521,驱逐,白鹰,
벨로나,司战女神,zh-CN,ko,202311,轻巡,皇家,
벨파스트,贝尔法斯特,zh-CN,ko,202121,轻巡,皇家,
보그,博格,zh-CN,ko,106021,轻航,白鹰,
보로실로프,伏罗希洛夫,zh-CN,ko,702071,轻巡,北方联合,
보이시,博伊西,zh-CN,ko,102291,轻巡,白鹰,
보이시(μ장비),博伊西(μ兵装),zh-CN,ko,102321,轻巡,白鹰,μ兵装
보이시·META,博伊西·META,zh-CN,ko,9702081,轻巡,META,META
보클랭,沃克兰,zh-CN,ko,901031,驱逐,维希教廷,
볼가,伏尔加,zh-CN,ko,707011,正航,北方联合,
볼차노,博尔扎诺,zh-CN,ko,603051,重巡,撒丁帝国,
볼차노·META,博尔扎诺·META,zh-CN,ko,900489,重巡,META,META
볼티모어,巴尔的摩,zh-CN,ko,103161,重巡,白鹰,
볼티모어(μ장비),巴尔的摩(μ兵装),zh-CN,ko,103251,重巡,白鹰,μ兵装
부시,布什,zh-CN,ko,101331,驱逐,白鹰,
부아 벨루,贝劳森林,zh-CN,ko,806011,轻航,自由鸢尾,
불독,大斗犬,zh-CN,ko,201071,驱逐,皇家,
브레머튼,布莱默顿,zh-CN,ko,103241,重巡,白鹰,
브레스트,布雷斯特,zh-CN,ko,899031,超巡,自由鸢尾,
브렌누스,布伦努斯,zh-CN,ko,803021,重巡,自由鸢尾,
브루클린,布鲁克林,zh-CN,ko,102031,轻巡,白鹰,
브륀힐드,布伦希尔德,zh-CN,ko,404051,战巡,铁血,
브리스톨,布里斯托尔,zh-CN,ko,101491,驱逐,白鹰,
블랑,布兰,zh-CN,ko,900076,驱逐,联动阵营,
블랙 프린스,黑太子,zh-CN,ko,202241,轻巡,皇家,
블랙 하트,圣黑之心,zh-CN,ko,10100061,重巡,联动阵营,
블루길,蓝鳃鱼,zh-CN,ko,108041,潜艇,白鹰,
블뤼허,布吕歇尔,zh-CN,ko,403021,重巡,铁血,
비글,小猎兔犬,zh-CN,ko,201061,驱逐,皇家,
비스마르크,俾斯麦,zh-CN,ko,405011,战列,铁血,
비스마르크 Zwei,俾斯麦Zwei,zh-CN,ko,405051,战列,铁血,
비토리오 베네토,维托里奥·维内托,zh-CN,ko,605011,战列,撒丁帝国,
비토리오 쿠니베르티,维托里奥·库尼贝尔蒂,zh-CN,ko,699031,驱逐,撒丁帝国,
빅토리어스,胜利,zh-CN,ko,207041,正航,皇家,
빈센스,文森斯,zh-CN,ko,103101,重巡,白鹰,
빈첸초 조베르티,文琴佐·焦贝蒂,zh-CN,ko,601031,驱逐,撒丁帝国,
빌럭시,比洛克西,zh-CN,ko,102251,轻巡,白鹰,
사라나,萨拉娜,zh-CN,ko,10300051,轻航,联动阵营,
사우스다코타,南达科他,zh-CN,ko,105141,战列,白鹰,
사우스햄튼,南安普顿,zh-CN,ko,202071,轻巡,皇家,
사이렌지 하루나,西连寺春菜,zh-CN,ko,900477,战巡,联动阵营,
사카와,酒匂,zh-CN,ko,302231,轻巡,重樱,
산타페,圣塔菲,zh-CN,ko,102341,轻巡,白鹰,
산후안,圣胡安,zh-CN,ko,102221,轻巡,白鹰,
상 마르티뉴,圣马丁号,zh-CN,ko,900463,风帆,飓风船团,
새러토가,萨拉托加,zh-CN,ko,107031,正航,白鹰,
샌 재신토,圣哈辛托,zh-CN,ko,107301,轻航,白鹰,
샌디,香迪,zh-CN,ko,10600121,重巡,联动阵营,
샌디에이고,圣地亚哥,zh-CN,ko,102081,轻巡,白鹰,
샌프란시스코,旧金山,zh-CN,ko,103141,重巡,白鹰,
생 루이,路易九世,zh-CN,ko,899011,重巡,自由鸢尾,
샤른호르스트,沙恩霍斯特,zh-CN,ko,404011,战巡,铁血,
샤른호르스트·META,沙恩霍斯特·META,zh-CN,ko,9704021,战巡,META,META
샹그릴라,香格里拉,zh-CN,ko,107381,正航,白鹰,
샹파뉴,香槟,zh-CN,ko,899021,战列,自由鸢尾,
서식스,苏塞克斯,zh-CN,ko,203091,重巡,皇家,
서포크,萨福克,zh-CN,ko,203041,重巡,皇家,
세리 글로스,赛莉·古劳斯,zh-CN,ko,10900051,正航,联动阵营,
세바스토폴,塞瓦斯托波尔,zh-CN,ko,705071,战列,北方联合,
세인트루이스,圣路易斯,zh-CN,ko,102131,轻巡,白鹰,
센다이,川内,zh-CN,ko,302121,轻巡,重樱,
센토,半人马,zh-CN,ko,206041,轻航,皇家,
셰필드,谢菲尔德,zh-CN,ko,202081,轻巡,皇家,
셰필드(μ장비),谢菲尔德(μ兵装),zh-CN,ko,202251,轻巡,皇家,μ兵装
셰필드·META,谢菲尔德·META,zh-CN,ko,9702031,轻巡,META,META
소류,苍龙,zh-CN,ko,307031,正航,重樱,
소류·META,苍龙·META,zh-CN,ko,9707031,正航,META,META
소브라지텔니,灵敏,zh-CN,ko,701091,驱逐,北方联合,
소비에츠카야 러시아,苏维埃罗西亚,zh-CN,ko,705051,战列,北方联合,
소비에츠카야 벨로루시아,苏维埃贝拉罗斯,zh-CN,ko,705041,战列,北方联合,
소비에츠키 소유즈,苏维埃同盟,zh-CN,ko,705021,战列,北方联合,
솔트레이크시티,盐湖城,zh-CN,ko,103021,重巡,白鹰,
쇼카쿠,翔鹤,zh-CN,ko,307051,正航,重樱,
쇼호,祥凤,zh-CN,ko,306051,轻航,重樱,
쉬르쿠프,絮库夫,zh-CN,ko,808011,潜艇,自由鸢尾,
쉬프랑,絮弗伦,zh-CN,ko,803011,重巡,自由鸢尾,
슈롭셔,什罗普郡,zh-CN,ko,203021,重巡,皇家,
스루가,骏河,zh-CN,ko,305141,战列,重樱,
스몰리,斯莫利,zh-CN,ko,101421,驱逐,白鹰,
스비레피,凶猛,zh-CN,ko,701121,驱逐,北方联合,
스위프트슈어,确捷,zh-CN,ko,202231,轻巡,皇家,
스즈나미,凉波,zh-CN,ko,301911,驱逐,重樱,
스즈야,铃谷,zh-CN,ko,303171,重巡,重樱,
스즈츠키,凉月,zh-CN,ko,301841,驱逐,重樱,
스킬라,斯库拉,zh-CN,ko,202331,轻巡,皇家,
스탠리,斯坦利,zh-CN,ko,101411,驱逐,白鹰,
스테판 포터,史蒂芬·波特,zh-CN,ko,101461,驱逐,白鹰,
스트라스부르,斯特拉斯堡,zh-CN,ko,900446,战巡,维希教廷,
스트례미텔니,神速,zh-CN,ko,701061,驱逐,北方联合,
스펜스,斯彭斯,zh-CN,ko,101151,驱逐,白鹰,
시구레,时雨,zh-CN,ko,301151,驱逐,重樱,
시그넷,小天鹅,zh-CN,ko,201101,驱逐,皇家,
시나노,信浓,zh-CN,ko,307081,正航,重樱,
시라누이,不知火,zh-CN,ko,301181,驱逐,重樱,
시라유키,白雪,zh-CN,ko,301021,驱逐,重樱,
시라츠유,白露,zh-CN,ko,301131,驱逐,重樱,
시라카미 후부키,白上吹雪,zh-CN,ko,900801,驱逐,联动阵营,
시리우스,天狼星,zh-CN,ko,202201,轻巡,皇家,
시마카제,岛风,zh-CN,ko,301291,驱逐,重樱,
시만토,四万十,zh-CN,ko,399061,轻巡,重樱,
시애틀,西雅图,zh-CN,ko,199011,轻巡,白鹰,
시제형 부린 MK II 기갑 1호,金布里机甲1号,zh-CN,ko,900424,超巡,通用,
시제형 부린 MKⅡ,试作型布里MKII,zh-CN,ko,100011,驱逐,通用,II型
시즈쿠,雫,zh-CN,ko,10600111,战列,联动阵营,
시카고,芝加哥,zh-CN,ko,103041,重巡,白鹰,
신죠 아카네,新条茜,zh-CN,ko,10800021,战列,联动阵营,
심즈,西姆斯,zh-CN,ko,101241,驱逐,白鹰,
아가노,阿贺野,zh-CN,ko,302201,轻巡,重樱,
아거스,百眼巨人,zh-CN,ko,206021,轻航,皇家,
아덴트,热心,zh-CN,ko,201031,驱逐,皇家,
아드미랄 그라프 슈피,斯佩伯爵海军上将,zh-CN,ko,403051,重巡,铁血,
아드미랄 젠커,曾克海军上将,zh-CN,ko,404071,战巡,铁血,
아드미랄 히퍼,希佩尔海军上将,zh-CN,ko,403011,重巡,铁血,
아드미랄 히퍼(μ장비),希佩尔海军上将(μ兵装),zh-CN,ko,403071,重巡,铁血,μ兵装
아드미랄 히퍼·META,希佩尔海军上将·META,zh-CN,ko,9703051,重巡,META,META
아라시오,荒潮,zh-CN,ko,301661,驱逐,重樱,
아레투사,阿瑞托莎,zh-CN,ko,202131,轻巡,皇家,
아르한겔스크,阿尔汉格尔斯克,zh-CN,ko,705061,战列,北方联合,
아리아케,有明,zh-CN,ko,301251,驱逐,重樱,
아마기,天城,zh-CN,ko,304051,战巡,重樱,
아마기(항공모함),天城,zh-CN,ko,307151,正航,重樱,
아마미 하루카,天海春香,zh-CN,ko,10700011,轻巡,联动阵营,
아마존,女将,zh-CN,ko,201011,驱逐,皇家,
아부쿠마,阿武隈,zh-CN,ko,302091,轻巡,重樱,
아브로라,阿芙乐尔,zh-CN,ko,702011,轻巡,北方联合,
아사나기,朝凪,zh-CN,ko,301901,驱逐,重樱,
아사마,浅间,zh-CN,ko,303201,重巡,重樱,
아사시오,朝潮,zh-CN,ko,301631,驱逐,重樱,
아스카,飞鸟,zh-CN,ko,11000011,轻巡,联动阵营,
아스카가와 치세,飞鸟川千濑,zh-CN,ko,10800061,正航,联动阵营,
아스토리아,阿斯托利亚,zh-CN,ko,103081,重巡,白鹰,
아시가라,足柄,zh-CN,ko,303091,重巡,重樱,
아야나미,绫波,zh-CN,ko,301051,驱逐,重樱,
아야세,绫濑,zh-CN,ko,302261,轻巡,重樱,
아오바,青叶,zh-CN,ko,303031,重巡,重樱,
아우구스트 폰 파르제팔,奥古斯特·冯·帕塞瓦尔,zh-CN,ko,499061,正航,铁血,
아일라 폰 뒤러,艾菈·冯·杜勒,zh-CN,ko,900515,轻巡,联动阵营,
아일윈,艾尔温,zh-CN,ko,101401,驱逐,白鹰,
아즈마,吾妻,zh-CN,ko,399041,超巡,重樱,
아처피시,射水鱼,zh-CN,ko,108061,潜艇,白鹰,
아카기,赤城,zh-CN,ko,307011,正航,重樱,
아카기(μ장비),赤城(μ兵装),zh-CN,ko,307101,正航,重樱,μ兵装
아카스타,阿卡司塔,zh-CN,ko,201021,驱逐,皇家,
아카시,明石,zh-CN,ko,312011,维修,重樱,
아카츠키,晓,zh-CN,ko,301091,驱逐,重樱,
아퀼라,天鹰,zh-CN,ko,607011,正航,撒丁帝国,
아크 로열,皇家方舟,zh-CN,ko,207021,正航,皇家,
아크 로열·META,皇家方舟·META,zh-CN,ko,900334,正航,META,META
아키즈키 리츠코,秋月律子,zh-CN,ko,10700051,运输,联动阵营,
아킬레스,阿基里斯,zh-CN,ko,202021,轻巡,皇家,
아타고,爱宕,zh-CN,ko,303121,重巡,重樱,
아틸리오 레골로,阿蒂利奥·雷戈洛,zh-CN,ko,601101,驱逐,撒丁帝国,
안드레아 도리아,安德烈亚·多利亚,zh-CN,ko,605071,战列,撒丁帝国,
