id,zh-CN,en-US,ja-JP,ko-KR,zh-TW,src_table
LoginRewardGroup.30104101.1,盛夏限定招募礼券,Suntide Limited Ticket,シーズン限定旅券,여름 한정 티켓,盛夏限定招募禮券,LoginRewardGroup.json
LoginRewardGroup.30104107.1,圣洁之滴,Drop of Purity,恩恵のしずく,성스러운 이슬,聖潔之滴,LoginRewardGroup.json
LoginRewardGroup.5.1,闪耀简历自选包,Stellar Resume Pack,★5巡遊者履歴書,화려한 이력 선택 패키지,閃耀履歷自選包,LoginRewardGroup.json
MallPackagePage.1.1,新人赠礼,Newcomer Gift,新米魔王パック,신규 여행가 선물,新人贈禮,MallPackagePage.json
MallPackagePage.11.1,时令新品,Hot & New,季節限定,시즌 한정 신상품,時令新品,MallPackagePage.json
MallPackagePage.12.1,往季精选,Previous,リコレクション,돌아온 시즌 베스트,歷季精選,MallPackagePage.json
MallPackagePage.2.1,活动卖场,Event Sale,期間限定,할인 매장,活動賣場,MallPackagePage.json
MallPackagePage.3.1,星之货架,Stellar Special,定期パック,별의 진열장,星之貨架,MallPackagePage.json
MallPackagePage.4.1,旅行伴侣,Travel Essentials,記念パック,여행 필수품,旅行伴侶,MallPackagePage.json
MallRecommendGroup.1001.1,尝鲜一试,New Arrivals,おすすめ,맛보기,嘗鮮一試,MallRecommendGroup.json
MallRecommendGroup.1002.1,旅人收集,Trekker Gear,期間限定お得パック,여행가 수집,旅人收集,MallRecommendGroup.json
MallRecommendGroup.1003.1,秘纹收集,Disc Trove,期間限定お得パック,레코드 수집,祕紋收集,MallRecommendGroup.json
MallRecommendGroup.1004.1,精品优选,Premium Selection,おすすめ,추천 세트,精品嚴選,MallRecommendGroup.json
MallShopPage.1.1,旅行执照商店,Travel Permit,マイレージ,여행 면허증 상점,旅行執照商店,MallShopPage.json
MallShopPage.2.1,专家凭证商店,Expert Permit,スーパーマイレージ,전문가 증서 상점,專家憑證商店,MallShopPage.json
MallShopPage.3.1,星之砂商店,Stellanite Dust,星ノ欠片,별의 파편 상점,星之砂商店,MallShopPage.json
NotificationConfig.10000000.1,干劲已满,Vigor full,やる気が全回復しマシタ。,가득 찬 활력,活力已滿,NotificationConfig.json
NotificationConfig.20000000.1,委托已完成,Commission Complete,依頼が完了しマシタ。,의뢰 완료,委託已完成,NotificationConfig.json
OpenFunc.Activity.1,活动,Event,イベント,이벤트,活動,OpenFunc.json
OpenFunc.Agent.1,委托派遣,Commission,依頼,의뢰 파견,委託派遣,OpenFunc.json
OpenFunc.BattlePass.1,创业激励基金,Startup Grant,事業支援,창업 지원 패스,創業激勵基金,OpenFunc.json
OpenFunc.Char.1,角色,Character,巡遊者,캐릭터,角色,OpenFunc.json
OpenFunc.CharDating.1,角色邀约,Invite Trekker,デート,캐릭터 약속,角色邀約,OpenFunc.json
OpenFunc.CharGemInstance.1,纹章试炼,Emblem Trial,徽章試練,배지 시련,紋章試煉,OpenFunc.json
OpenFunc.Crafting.1,材料合成,Material Crafting,素材合成,재료 합성,材料合成,OpenFunc.json
OpenFunc.DailyInstance.1,悬赏行动,Penguin-monium,基礎研修,수배 작전,懸賞行動,OpenFunc.json
OpenFunc.DailyQuest.1,今日事务,Daily Affairs,日課,일일 업무,今日事務,OpenFunc.json
OpenFunc.DailyReward.1,每日赠礼,Daily Gift,デイリーギフト,일일 선물,每日贈禮,OpenFunc.json
OpenFunc.EnergyBattery.1,干劲储藏,Vigor Reserve,あふれたやる気,활력 저장,活力儲藏,OpenFunc.json
OpenFunc.EventReminder.1,待办,To-Do,タスク,알림장,待辦,OpenFunc.json
OpenFunc.Gacha.1,招募,Recruit,ガチャ,모집,招募,OpenFunc.json
OpenFunc.InfinityTower.1,心危擂台,Menace Arena,無限リング,혼돈의 아레나,心危擂台,OpenFunc.json
OpenFunc.JointDrill.1,终焉绝响,A Finale Echoing,大討伐作戦,종언의 노래,終焉絕響,OpenFunc.json
OpenFunc.Mail.1,邮件,Mail,メール,우편,郵件,OpenFunc.json
OpenFunc.NickNameReset.1,修改昵称,Change Name,名前変更,닉네임 변경,修改暱稱,OpenFunc.json
OpenFunc.Phone.1,心链,Heartlink,ココチャ,하트챗,心鏈,OpenFunc.json
OpenFunc.Quest.1,王权,Throne,王権,권한,王權,OpenFunc.json
OpenFunc.QuestNewbie.1,新手引导任务,Tutorial Missions for Beginners,新米魔王任務,신입 튜토리얼 임무,新手指引任務,OpenFunc.json
OpenFunc.RegionBoss.1,晋升试炼,Tier-up Trial,昇格試練,승급 시련,晉升試煉,OpenFunc.json
OpenFunc.RegionBossChallenge.1,强敌讨伐挑战模式,Enemy Hunting Challenge Mode,首領討伐チャレンジモード,강적 토벌 도전 모드,強敵討伐挑戰模式,OpenFunc.json
OpenFunc.ScoreBoss.1,联合讨伐,Boss Blitz,指名手配,연합 토벌,聯合討伐,OpenFunc.json
OpenFunc.SignIn.1,签到,Check-In,ログインボーナス,출석,簽到,OpenFunc.json
OpenFunc.SkillInstance.1,技巧试炼,Skill Trial,技能研修,기술 시련,技巧試煉,OpenFunc.json
OpenFunc.StarTower.1,星塔探索,Ascension,星ノ塔探索,별의 탑 탐색,星塔探索,OpenFunc.json
OpenFunc.StarTowerRank.1,星塔排行榜,Monolith Ranking,星ノ塔ランキング,별의 탑 랭킹,星塔排行榜,OpenFunc.json
OpenFunc.TraceHunt.1,猎影合围,Operation: Shadow Siege,連合大捕物帖,쉐도우 헌터,獵影重圍,OpenFunc.json
OpenFunc.TravelerDuel.1,巅峰揭幕,Summit Show,頂上決戦,정상결전,巔峰揭幕,OpenFunc.json
OpenFunc.TutorialLevel.1,新手教学,Tutorials,チュートリアル,초보 튜토리얼,新手教學,OpenFunc.json
OpenFunc.VampireSurvivor.1,灾变防线,Cataclysm Survivor,骸魔防衛戦,재앙의 전선,災變防線,OpenFunc.json
OpenFunc.WeeklyCopies.1,真格挑战,Proving Grounds,首領討伐,진리 도전,真格挑戰,OpenFunc.json
OpenFunc.WeeklyQuest.1,每周任务,Weekly Missions,週間課題,주간 임무,每週任務,OpenFunc.json
PeriodicQuest.10100201.1,累计登录1天,Log in for 1 day,1日ログインする,누적 로그인 1일,登入累計達1天,PeriodicQuest.json
PeriodicQuest.10100202.1,消耗600点干劲,Spend 600 Vigor,やる気を600消費する,활력 600 소모,消耗600點活力,PeriodicQuest.json
PeriodicQuest.10100203.1,在「技巧试炼」中完成5次战斗,Complete 5 battles in Skill Trial,技能研修を5回クリアする,「기술 시련」에서 전투 5회 완료,在「技巧試煉」中完成5次戰鬥,PeriodicQuest.json
PeriodicQuest.10100204.1,在「晋升试炼」中完成12次战斗,Complete 12 battles in Tier-up Trial,昇格試練を12回クリアする,「승급 시련」에서 전투 12회 완료,在「晉升試煉」中完成12次戰鬥,PeriodicQuest.json
PeriodicQuest.10100205.1,在「基础试炼」中完成5次战斗,Complete 5 battles in Basic Trial,基礎研修を5回クリアする,「기본 시련」에서 전투 5회 완료,在「基礎試煉」中完成5次戰鬥,PeriodicQuest.json
PeriodicQuest.10100206.1,在难度1以上的星塔中战胜领主级敌人3次,Clear Monolith Boss 3 times on Difficulty 1 or higher,難易度1以上の星ノ塔で首領を3回撃破する,난이도 1 이상의 별의 탑에서 보스급 적 3회 도전 성공,在難度1以上的星塔中戰勝領主級敵人3次,PeriodicQuest.json
PeriodicQuest.10100207.1,在心危擂台中通过「无极角斗·难度3」,Clear Infinite Arena: Difficulty 3 in the Menace Arena,無限リングで「無限アリーナ・難易度3」をクリアする,혼돈의 아레나 「무한 배틀 난이도3」 클리어,在心危擂台中通過「無限競技·難度3」,PeriodicQuest.json
PeriodicQuest.10100208.1,完成1次旅人委托,Complete 1 Trekker Commission,依頼を1回完了する,여행가 의뢰 1회 클리어,完成1次旅人委託,PeriodicQuest.json
PeriodicQuest.10100209.1,在「心链」中完成3次聊天,Chat with Trekkers in Heartlink 3 times,ココチャでチャットを3回行う,「하트챗」에서 누적 3회 대화 완료,在「心鏈」中完成3次聊天,PeriodicQuest.json
PeriodicQuest.10100210.1,在「心链」中完成2次礼物寄送,Send gifts in Heartlink 2 times,ココチャでギフトを2回送る,「하트챗」에서 선물 누적 2회 보내기,在「心鏈」中完成2次禮物寄送,PeriodicQuest.json
PeriodicQuest.10100211.1,累计登录2天,Log in for 2 days,累計で2日ログインする,누적 로그인 2일,登入累計達2天,PeriodicQuest.json
PeriodicQuest.10100212.1,消耗1250点干劲,"Spend 1,250 Vigor",やる気を1250消費する,활력 1250 소모,"消耗1,250點活力",PeriodicQuest.json
PeriodicQuest.10100213.1,在「技巧试炼」中完成8次战斗,Complete 8 battles in Skill Trial,技能研修を8回クリアする,「기술 시련」에서 전투 8회 완료,在「技巧試煉」中完成8次戰鬥,PeriodicQuest.json
PeriodicQuest.10100214.1,在「晋升试炼」中完成20次战斗,Complete 20 battles in Tier-up Trial,昇格試練を20回クリアする,「승급 시련」에서 전투 20회 완료,在「晉升試煉」中完成20次戰鬥,PeriodicQuest.json
PeriodicQuest.10100215.1,在「基础试炼」中完成15次战斗,Complete 15 battles in Basic Trial,基礎研修を15回クリアする,「기본 시련」에서 전투 15회 완료,在「基礎試煉」中完成15次戰鬥,PeriodicQuest.json
PeriodicQuest.10100216.1,在「心链」中完成5次聊天,Chat with Trekkers in Heartlink 5 times,ココチャでチャットを5回行う,「하트챗」에서 누적 5회 대화 완료,在「心鏈」中完成5次聊天,PeriodicQuest.json
PeriodicQuest.10100217.1,完成3次旅人委托,Complete 3 Trekker Commissions,依頼を3回完了する,여행가 의뢰 3회 클리어,完成3次旅人委託,PeriodicQuest.json
PeriodicQuest.10100218.1,在难度3以上的星塔中战胜领主级敌人6次,Clear Monolith Boss 6 times on Difficulty 3 or higher,難易度3以上の星ノ塔で首領を6回撃破する,난이도 3 이상의 별의 탑에서 보스급 적 6회 도전 성공,在難度3以上的星塔中戰勝領主級敵人6次,PeriodicQuest.json
PeriodicQuest.10100219.1,在心危擂台中通过「无极角斗·难度4」,Clear Infinite Arena: Difficulty 4 in the Menace Arena,無限リングで「無限アリーナ・難易度4」をクリアする,혼돈의 아레나 「무한 배틀 난이도4」 클리어,在心危擂台中通過「無限競技·難度4」,PeriodicQuest.json
PeriodicQuest.10100220.1,在「心链」中完成4次礼物寄送,Send gifts in Heartlink 4 times,ココチャでギフトを4回送る,「하트챗」에서 선물 누적 4회 보내기,在「心鏈」中完成4次禮物寄送,PeriodicQuest.json
PeriodicQuest.10100221.1,累计登录3天,Log in for 3 days,累計で3日ログインする,누적 로그인 3일,登入累計達3天,PeriodicQuest.json
PeriodicQuest.10100222.1,消耗1750点干劲,"Spend 1,750 Vigor",やる気を1750消費する,활력 1750 소모,"消耗1,750點活力",PeriodicQuest.json
PeriodicQuest.10100223.1,在「技巧试炼」中完成10次战斗,Complete 10 battles in Skill Trial,技能研修を10回クリアする,「기술 시련」에서 전투 10회 완료,在「技巧試煉」中完成10次戰鬥,PeriodicQuest.json
PeriodicQuest.10100224.1,在「晋升试炼」中完成35次战斗,Complete 35 battles in Tier-up Trial,昇格試練を35回クリアする,「승급 시련」에서 전투 35회 완료,在「晉升試煉」中完成35次戰鬥,PeriodicQuest.json
PeriodicQuest.10100225.1,在「基础试炼」中完成20次战斗,Complete 20 battles in Basic Trial,基礎研修を20回クリアする,「기본 시련」에서 전투 20회 완료,在「基礎試煉」中完成20次戰鬥,PeriodicQuest.json
PeriodicQuest.10100226.1,在「灾变防线」中完成2次战斗,Complete 2 battles in Cataclysm Survivor,骸魔防衛戦を2回クリアする,「재앙의 전선」에서 전투 2회 완료,在「災變防線」中完成2次戰鬥,PeriodicQuest.json
PeriodicQuest.10100227.1,在心危擂台中通过「无极角斗·难度5」,Clear Infinite Arena: Difficulty 5 in the Menace Arena,無限リングで「無限アリーナ・難易度5」をクリアする,혼돈의 아레나 「무한 배틀 난이도5」 클리어,在心危擂台中通過「無限競技·難度5」,PeriodicQuest.json
PeriodicQuest.10100229.1,在「心链」中完成1次邀约,Invite Trekkers in Heartlink once,ココチャでデートを1回完了する,「하트챗」에서 누적 1회 약속 완료,在「心鏈」中完成1次邀約,PeriodicQuest.json
PeriodicQuest.10100230.1,完成5次旅人委托,Complete 5 Trekker Commissions,依頼を5回完了する,여행가 의뢰 5회 클리어,完成5次旅人委託,PeriodicQuest.json
PeriodicQuest.10100231.1,累计登录4天,Log in for 4 days,累計で4日ログインする,누적 로그인 4일,登入累計達4天,PeriodicQuest.json
PeriodicQuest.10100232.1,消耗2230点干劲,"Spend 2,230 Vigor",やる気を2230消費する,활력 2230 소모,"消耗2,230點活力",PeriodicQuest.json
PeriodicQuest.10100233.1,在「技巧试炼」中完成15次战斗,Complete 15 battles in Skill Trial,技能研修を15回クリアする,「기술 시련」에서 전투 15회 완료,在「技巧試煉」中完成15次戰鬥,PeriodicQuest.json
PeriodicQuest.10100234.1,在「晋升试炼」中完成45次战斗,Complete 45 battles in Tier-up Trial,昇格試練を45回クリアする,「승급 시련」에서 전투 45회 완료,在「晉升試煉」中完成45次戰鬥,PeriodicQuest.json
PeriodicQuest.10100235.1,在「灾变防线」中完成4次战斗,Complete 4 battles in Cataclysm Survivor,骸魔防衛戦を4回クリアする,「재앙의 전선」에서 전투 4회 완료,在「災變防線」中完成4次戰鬥,PeriodicQuest.json
PeriodicQuest.10100236.1,在难度3以上的星塔中战胜领主级敌人12次,Clear Monolith Boss 12 times on Difficulty 3 or higher,難易度3以上の星ノ塔で首領を12回撃破する,난이도 3 이상의 별의 탑에서 보스급 적 12회 도전 성공,在難度3以上的星塔中戰勝領主級敵人12次,PeriodicQuest.json
PeriodicQuest.10100237.1,在心危擂台中通过「无极角斗·难度6」第5擂,Clear Arena 5 on Infinite Arena: Difficulty 6 in the Menace Arena,無限リングで「無限アリーナ・難易度6」第5階層をクリアする,혼돈의 아레나 「무한 배틀 난이도6」 05아레나 클리어,在心危擂台中通過「無限競技·難度6」第5擂,PeriodicQuest.json
PeriodicQuest.10100238.1,在「心链」中完成8次礼物寄送,Send gifts in Heartlink 8 times,ココチャでギフトを8回送る,「하트챗」에서 선물 누적 8회 보내기,在「心鏈」中完成8次禮物寄送,PeriodicQuest.json
