source,target,tgt_lng,src_lng,ship_id,ship_type_zh,ship_type_en,nation_zh,nation_en,variant,zh_CN_form,zh_CN_standard,zh_CN_harmonised,same_source_alternatives
소브라지텔니,ソオブラジーテリヌイ,ja-JP,ko-KR,701091,驱逐,Destroyer,北方联合,Northern Parliament,,,灵敏,,
소비에츠카야 러시아,ソビエツカヤ・ロシア,ja-JP,ko-KR,705051,战列,Battleship,北方联合,Northern Parliament,,,苏维埃罗西亚,,
소비에츠카야 벨로루시아,ソビエツカヤ・ベラルーシア,ja-JP,ko-KR,705041,战列,Battleship,北方联合,Northern Parliament,,,苏维埃贝拉罗斯,,
소비에츠키 소유즈,ソビエツキー・ソユーズ,ja-JP,ko-KR,705021,战列,Battleship,北方联合,Northern Parliament,,,苏维埃同盟,苏维埃萨尤斯,
솔트레이크시티,ソルトレイクシティ,ja-JP,ko-KR,103021,重巡,Heavy Cruiser,白鹰,Eagle Union,,,盐湖城,,
쇼카쿠,翔鶴,ja-JP,ko-KR,307051,正航,Aircraft Carrier,重樱,Sakura Empire,,,翔鹤,鹬,
쇼호,祥鳳,ja-JP,ko-KR,306051,轻航,Light Carrier,重樱,Sakura Empire,,,祥凤,鹞,
쉬르쿠프,シュルクーフ,ja-JP,ko-KR,808011,潜艇,Submarine,自由鸢尾,Iris Libre,,,絮库夫,,
쉬프랑,シュフラン,ja-JP,ko-KR,803011,重巡,Heavy Cruiser,自由鸢尾,Iris Libre,,,絮弗伦,,
슈롭셔,シュロップシャー,ja-JP,ko-KR,203021,重巡,Heavy Cruiser,皇家,Royal Navy,,,什罗普郡,,
스루가,駿河,ja-JP,ko-KR,305141,战列,Battleship,重樱,Sakura Empire,,,骏河,鲪,
스몰리,スモーリー,ja-JP,ko-KR,101421,驱逐,Destroyer,白鹰,Eagle Union,,,斯莫利,,
스비레피,スヴィレピイ,ja-JP,ko-KR,701121,驱逐,Destroyer,北方联合,Northern Parliament,,,凶猛,,
스위프트슈어,スウィフトシュア,ja-JP,ko-KR,202231,轻巡,Light Cruiser,皇家,Royal Navy,,,确捷,,
스즈나미,涼波,ja-JP,ko-KR,301911,驱逐,Destroyer,重樱,Sakura Empire,,,凉波,椋,
스즈야,鈴谷,ja-JP,ko-KR,303171,重巡,Heavy Cruiser,重樱,Sakura Empire,,,铃谷,狺,
스즈츠키,涼月,ja-JP,ko-KR,301841,驱逐,Destroyer,重樱,Sakura Empire,,,凉月,栎,
스킬라,シラ,ja-JP,ko-KR,202331,轻巡,Light Cruiser,皇家,Royal Navy,,,斯库拉,,
스탠리,スタンリー,ja-JP,ko-KR,101411,驱逐,Destroyer,白鹰,Eagle Union,,,斯坦利,,
스테판 포터,ステフェン・ポッター,ja-JP,ko-KR,101461,驱逐,Destroyer,白鹰,Eagle Union,,,史蒂芬·波特,,
스트라스부르,ストラスブール,ja-JP,ko-KR,900446,战巡,Battlecruiser,维希教廷,Vichya Dominion,,,斯特拉斯堡,,
스트례미텔니,ストレミテルヌイ,ja-JP,ko-KR,701061,驱逐,Destroyer,北方联合,Northern Parliament,,,神速,,
스펜스,スペンス,ja-JP,ko-KR,101151,驱逐,Destroyer,白鹰,Eagle Union,,,斯彭斯,,
시구레,時雨,ja-JP,ko-KR,301151,驱逐,Destroyer,重樱,Sakura Empire,,,时雨,栴,
시그넷,シグニット,ja-JP,ko-KR,201101,驱逐,Destroyer,皇家,Royal Navy,,,小天鹅,,
시나노,信濃,ja-JP,ko-KR,307081,正航,Aircraft Carrier,重樱,Sakura Empire,,,信浓,鵗,
시라누이,不知火,ja-JP,ko-KR,301181,驱逐,Destroyer,重樱,Sakura Empire,,,不知火,蒲,
시라유키,白雪,ja-JP,ko-KR,301021,驱逐,Destroyer,重樱,Sakura Empire,,,白雪,杉,
시라츠유,白露,ja-JP,ko-KR,301131,驱逐,Destroyer,重樱,Sakura Empire,,,白露,梿,
시라카미 후부키,白上フブキ,ja-JP,ko-KR,900801,驱逐,Destroyer,联动阵营,Collab,,,白上吹雪,,
시리우스,シリアス,ja-JP,ko-KR,202201,轻巡,Light Cruiser,皇家,Royal Navy,,,天狼星,,
시마카제,島風,ja-JP,ko-KR,301291,驱逐,Destroyer,重樱,Sakura Empire,,,岛风,芒,
시만토,四万十,ja-JP,ko-KR,399061,轻巡,Light Cruiser,重樱,Sakura Empire,,,四万十,虒,
시애틀,シアトル,ja-JP,ko-KR,199011,轻巡,Light Cruiser,白鹰,Eagle Union,,,西雅图,,
시제형 부린 MK II 기갑 1호,金布里机甲1号,ja-JP,ko-KR,900424,超巡,Large Cruiser,通用,Universal,,,金布里机甲1号,,
시제형 부린 MKⅡ,試作型ブリMKII,ja-JP,ko-KR,100011,驱逐,Destroyer,通用,Universal,II型,,试作型布里MKII,,
시즈쿠,しずく,ja-JP,ko-KR,10600111,战列,Battleship,联动阵营,Collab,,,雫,,
시카고,シカゴ,ja-JP,ko-KR,103041,重巡,Heavy Cruiser,白鹰,Eagle Union,,,芝加哥,,
신죠 아카네,新条アカネ,ja-JP,ko-KR,10800021,战列,Battleship,联动阵营,Collab,,,新条茜,,
심즈,シムス,ja-JP,ko-KR,101241,驱逐,Destroyer,白鹰,Eagle Union,,,西姆斯,,
아가노,阿賀野,ja-JP,ko-KR,302201,轻巡,Light Cruiser,重樱,Sakura Empire,,,阿贺野,豼,
아거스,アーガス,ja-JP,ko-KR,206021,轻航,Light Carrier,皇家,Royal Navy,,,百眼巨人,,
아덴트,アーデント,ja-JP,ko-KR,201031,驱逐,Destroyer,皇家,Royal Navy,,,热心,,
아드미랄 그라프 슈피,アドミラル・グラーフ・シュペー,ja-JP,ko-KR,403051,重巡,Heavy Cruiser,铁血,Iron Blood,,,斯佩伯爵海军上将,休贝塔伯爵,
아드미랄 젠커,アドミラル・ツェンカー,ja-JP,ko-KR,404071,战巡,Battlecruiser,铁血,Iron Blood,,,曾克海军上将,泽特,
아드미랄 히퍼,アドミラル・ヒッパー,ja-JP,ko-KR,403011,重巡,Heavy Cruiser,铁血,Iron Blood,,,希佩尔海军上将,芙兰希卡,
아드미랄 히퍼(μ장비),アドミラル·ヒッパー(μ兵装),ja-JP,ko-KR,403071,重巡,Heavy Cruiser,铁血,Iron Blood,μ兵装,,希佩尔海军上将(μ兵装),芙兰希卡(μ兵装),
아드미랄 히퍼·META,アドミラル・ヒッパー(META),ja-JP,ko-KR,9703051,重巡,Heavy Cruiser,META,META,META,,希佩尔海军上将·META,芙兰希卡·META,
아라시오,荒潮,ja-JP,ko-KR,301661,驱逐,Destroyer,重樱,Sakura Empire,,,荒潮,栘,
아레투사,アリシューザ,ja-JP,ko-KR,202131,轻巡,Light Cruiser,皇家,Royal Navy,,,阿瑞托莎,,
아르한겔스크,アルハンゲリスク,ja-JP,ko-KR,705061,战列,Battleship,北方联合,Northern Parliament,,,阿尔汉格尔斯克,,
아리아케,有明,ja-JP,ko-KR,301251,驱逐,Destroyer,重樱,Sakura Empire,,,有明,榎,
아마기,天城,ja-JP,ko-KR,304051,战巡,Battlecruiser,重樱,Sakura Empire,,,天城,鳐,
아마기(항공모함),天城(空母),ja-JP,ko-KR,307151,正航,Aircraft Carrier,重樱,Sakura Empire,,,天城,鳐,
아마미 하루카,天海春香,ja-JP,ko-KR,10700011,轻巡,Light Cruiser,联动阵营,Collab,,,天海春香,,
아마존,アマゾン,ja-JP,ko-KR,201011,驱逐,Destroyer,皇家,Royal Navy,,,女将,,
아부쿠마,阿武隈,ja-JP,ko-KR,302091,轻巡,Light Cruiser,重樱,Sakura Empire,,,阿武隈,貃,
아브로라,アヴローラ,ja-JP,ko-KR,702011,轻巡,Light Cruiser,北方联合,Northern Parliament,,,阿芙乐尔,,
아사나기,朝凪,ja-JP,ko-KR,301901,驱逐,Destroyer,重樱,Sakura Empire,,,朝凪,桎,
아사마,浅間,ja-JP,ko-KR,303201,重巡,Heavy Cruiser,重樱,Sakura Empire,,,浅间,猏,
아사시오,朝潮,ja-JP,ko-KR,301631,驱逐,Destroyer,重樱,Sakura Empire,,,朝潮,棹,
아스카,飛鳥,ja-JP,ko-KR,11000011,轻巡,Light Cruiser,联动阵营,Collab,,,飞鸟,,
아스카가와 치세,飛鳥川ちせ,ja-JP,ko-KR,10800061,正航,Aircraft Carrier,联动阵营,Collab,,,飞鸟川千濑,,
아스토리아,アストリア,ja-JP,ko-KR,103081,重巡,Heavy Cruiser,白鹰,Eagle Union,,,阿斯托利亚,,
아시가라,足柄,ja-JP,ko-KR,303091,重巡,Heavy Cruiser,重樱,Sakura Empire,,,足柄,狳,
아야나미,綾波,ja-JP,ko-KR,301051,驱逐,Destroyer,重樱,Sakura Empire,,,绫波,柚,
아야세,綾瀬,ja-JP,ko-KR,302261,轻巡,Light Cruiser,重樱,Sakura Empire,,,绫濑,狑,
아오바,青葉,ja-JP,ko-KR,303031,重巡,Heavy Cruiser,重樱,Sakura Empire,,,青叶,犹,
아우구스트 폰 파르제팔,アウグスト・フォン・パーセヴァル,ja-JP,ko-KR,499061,正航,Aircraft Carrier,铁血,Iron Blood,,,奥古斯特·冯·帕塞瓦尔,奥斯特雷德·冯·帕赫贝尔,
아일라 폰 뒤러,艾菈·冯·杜勒,ja-JP,ko-KR,900515,轻巡,Light Cruiser,联动阵营,Collab,,,艾菈·冯·杜勒,,
아일윈,エールウィン,ja-JP,ko-KR,101401,驱逐,Destroyer,白鹰,Eagle Union,,,艾尔温,,
아즈마,吾妻,ja-JP,ko-KR,399041,超巡,Large Cruiser,重樱,Sakura Empire,,,吾妻,猉,
아처피시,アーチャーフィッシュ,ja-JP,ko-KR,108061,潜艇,Submarine,白鹰,Eagle Union,,,射水鱼,喷水鱼,
아카기,赤城,ja-JP,ko-KR,307011,正航,Aircraft Carrier,重樱,Sakura Empire,,,赤城,凰,
아카기(μ장비),赤城(μ兵装),ja-JP,ko-KR,307101,正航,Aircraft Carrier,重樱,Sakura Empire,μ兵装,,赤城(μ兵装),凰(μ兵装),
아카스타,アカスタ,ja-JP,ko-KR,201021,驱逐,Destroyer,皇家,Royal Navy,,,阿卡司塔,,
아카시,明石,ja-JP,ko-KR,312011,维修,Repair,重樱,Sakura Empire,,,明石,茗,
아카츠키,暁,ja-JP,ko-KR,301091,驱逐,Destroyer,重樱,Sakura Empire,,,晓,枫,
아퀼라,アクィラ,ja-JP,ko-KR,607011,正航,Aircraft Carrier,撒丁帝国,Sardegna Empire,,,天鹰,,
아크 로열,アーク・ロイヤル,ja-JP,ko-KR,207021,正航,Aircraft Carrier,皇家,Royal Navy,,,皇家方舟,,
아크 로열·META,アーク・ロイヤル(META),ja-JP,ko-KR,900334,正航,Aircraft Carrier,META,META,META,,皇家方舟·META,,
아키즈키 리츠코,秋月律子,ja-JP,ko-KR,10700051,运输,Munition Ship,联动阵营,Collab,,,秋月律子,,
아킬레스,アキリーズ,ja-JP,ko-KR,202021,轻巡,Light Cruiser,皇家,Royal Navy,,,阿基里斯,,
아타고,愛宕,ja-JP,ko-KR,303121,重巡,Heavy Cruiser,重樱,Sakura Empire,,,爱宕,犬,
아틸리오 레골로,アッティリオ・レゴロ,ja-JP,ko-KR,601101,驱逐,Destroyer,撒丁帝国,Sardegna Empire,,,阿蒂利奥·雷戈洛,,
안드레아 도리아,アンドレア・ドーリア,ja-JP,ko-KR,605071,战列,Battleship,撒丁帝国,Sardegna Empire,,,安德烈亚·多利亚,,
안드레아 도리아·META,安德烈亚·多利亚·META,ja-JP,ko-KR,900492,战列,Battleship,META,META,META,,安德烈亚·多利亚·META,,
안샨,鞍山,ja-JP,ko-KR,501011,驱逐,Destroyer,东煌,Dragon Empery,,,鞍山,,
알렌 M. 섬너,アレン・M・サムナー,ja-JP,ko-KR,101451,驱逐,Destroyer,白鹰,Eagle Union,,,艾伦·萨姆纳,,
알바코어,アルバコア,ja-JP,ko-KR,108021,潜艇,Submarine,白鹰,Eagle Union,,,大青花鱼,,
알바코어(μ장비),アルバコア(μ兵装),ja-JP,ko-KR,108051,潜艇,Submarine,白鹰,Eagle Union,μ兵装,,大青花鱼(μ兵装),,
알베르토 디 주사노,アルベルト・ディ・ジュッサーノ,ja-JP,ko-KR,602041,轻巡,Light Cruiser,撒丁帝国,Sardegna Empire,,,阿尔贝托·迪·朱塞诺,,
알비온,アルビオン,ja-JP,ko-KR,206071,轻航,Light Carrier,皇家,Royal Navy,,,阿尔比恩,,
알비트,アルヴィト,ja-JP,ko-KR,404061,战巡,Battlecruiser,铁血,Iron Blood,,,亚尔薇特,,
알자스,アルザス,ja-JP,ko-KR,805031,战列,Battleship,自由鸢尾,Iris Libre,,,阿尔萨斯,,
알제리,アルジェリー,ja-JP,ko-KR,903021,重巡,Heavy Cruiser,维希教廷,Vichya Dominion,,,阿尔及利亚,,
알제리·META,アルジェリー(META),ja-JP,ko-KR,9703021,重巡,Heavy Cruiser,META,META,META,,阿尔及利亚·META,,
알프레도 오리아니,アルフレード・オリアーニ,ja-JP,ko-KR,601081,驱逐,Destroyer,撒丁帝国,Sardegna Empire,,,阿尔弗雷多·奥里亚尼,,
애리조나,アリゾナ,ja-JP,ko-KR,105041,战列,Battleship,白鹰,Eagle Union,,,亚利桑那,,
애리조나·META,アリゾナ(META),ja-JP,ko-KR,9705031,战列,Battleship,META,META,META,,亚利桑那·META,,
애버크롬비,アバークロンビー,ja-JP,ko-KR,213041,重炮,Monitor,皇家,Royal Navy,,,阿贝克隆比,,
애틀란타,アトランタ,ja-JP,ko-KR,102061,轻巡,Light Cruiser,白鹰,Eagle Union,,,亚特兰大,,
앨라배마,アラバマ,ja-JP,ko-KR,105201,战列,Battleship,白鹰,Eagle Union,,,阿拉巴马,,
앵커리지,アンカレッジ,ja-JP,ko-KR,199031,重巡,Heavy Cruiser,白鹰,Eagle Union,,,安克雷奇,,
야드,ヤーデ,ja-JP,ko-KR,406031,轻航,Light Carrier,铁血,Iron Blood,,,亚德,阿黛尔,
야마시로,山城,ja-JP,ko-KR,305021,战列,Battleship,重樱,Sakura Empire,,,山城,鲼,
야마시로·META,山城(META),ja-JP,ko-KR,9705021,战列,Battleship,META,META,META,,山城·META,鲼·META,
야마이 카구야 · 야마이 유즈루,八舞耶倶矢・八舞夕弦,ja-JP,ko-KR,11500061,轻巡,Light Cruiser,联动阵营,Collab,,,八舞耶俱矢·八舞夕弦,,
야마카제,山風,ja-JP,ko-KR,301481,驱逐,Destroyer,重樱,Sakura Empire,,,山风,杣,
야토가미 토카,夜刀神十香,ja-JP,ko-KR,11500011,重巡,Heavy Cruiser,联动阵营,Collab,,,夜刀神十香,,
얏센,逸仙,ja-JP,ko-KR,502011,轻巡,Light Cruiser,东煌,Dragon Empery,,,逸仙,,
어드미럴 나히모프,アドミラル・ナヒーモフ,ja-JP,ko-KR,799021,正航,Aircraft Carrier,北方联合,Northern Parliament,,,纳希莫夫海军上将,,
어드벤처,アドベンチャー,ja-JP,ko-KR,9600161,风帆,Sailing Frigate,飓风船团,Tempesta,,,冒险号,,
어드벤처 갤리,アドヴェンチャー・ギャレー,ja-JP,ko-KR,900465,风帆,Sailing Frigate,飓风船团,Tempesta,,,加里冒险号,,
얼릭,オーリック,ja-JP,ko-KR,101131,驱逐,Destroyer,白鹰,Eagle Union,,,奥利克,,
에기르,エーギル,ja-JP,ko-KR,499051,超巡,Large Cruiser,铁血,Iron Blood,,,埃吉尔,埃格妮丝,
에든버러,エディンバラ,ja-JP,ko-KR,202111,轻巡,Light Cruiser,皇家,Royal Navy,,,爱丁堡,,
에레버스,エレバス,ja-JP,ko-KR,213011,重炮,Monitor,皇家,Royal Navy,,,黑暗界,,
에레버스·META,エレバス(META),ja-JP,ko-KR,9713011,重炮,Monitor,META,META,META,,黑暗界·META,,
에마누엘레 페사노,エマヌエーレ・ペッサーニョ,ja-JP,ko-KR,601091,驱逐,Destroyer,撒丁帝国,Sardegna Empire,,,埃曼努埃尔·佩萨格诺,,
에밀 베르탱,エミール・ベルタン,ja-JP,ko-KR,802011,轻巡,Light Cruiser,自由鸢尾,Iris Libre,,,埃米尔·贝尔汀,,
에스키모,エスキモー,ja-JP,ko-KR,201321,驱逐,Destroyer,皇家,Royal Navy,,,爱斯基摩人,,
에식스,エセックス,ja-JP,ko-KR,107091,正航,Aircraft Carrier,白鹰,Eagle Union,,,埃塞克斯,,
에이잭스,エイジャックス,ja-JP,ko-KR,202031,轻巡,Light Cruiser,皇家,Royal Navy,,,阿贾克斯,,
에코,エコー,ja-JP,ko-KR,201291,驱逐,Destroyer,皇家,Royal Navy,,,回声,,
에페,エペ,ja-JP,ko-KR,901061,驱逐,Destroyer,维希教廷,Vichya Dominion,,,重剑,,
엑세터,エクセター,ja-JP,ko-KR,203081,重巡,Heavy Cruiser,皇家,Royal Navy,,,埃克塞特,,
엔터프라이즈,エンタープライズ,ja-JP,ko-KR,107061,正航,Aircraft Carrier,白鹰,Eagle Union,,,企业,,
엘드릿지,エルドリッジ,ja-JP,ko-KR,101261,驱逐,Destroyer,白鹰,Eagle Union,,,埃尔德里奇,,
엘리제,エリーゼ,ja-JP,ko-KR,10600101,正航,Aircraft Carrier,联动阵营,Collab,,,伊莉丝,,
엘베,エルベ,ja-JP,ko-KR,406021,轻航,Light Carrier,铁血,Iron Blood,,,易北,埃尔斯贝特,
엘빙,エルビング,ja-JP,ko-KR,402081,轻巡,Light Cruiser,铁血,Iron Blood,,,埃尔宾,埃尔薇菈,
엠덴,エムデン,ja-JP,ko-KR,402071,轻巡,Light Cruiser,铁血,Iron Blood,,,埃姆登,埃玛,
오그네보이,オグネヴォイ,ja-JP,ko-KR,701111,驱逐,Destroyer,北方联合,Northern Parliament,,,火力,,
오딘,オーディン,ja-JP,ko-KR,499041,战巡,Battlecruiser,铁血,Iron Blood,,,奥丁,沃登,
오로라,オーロラ,ja-JP,ko-KR,202151,轻巡,Light Cruiser,皇家,Royal Navy,,,欧若拉,,
오마하,オマハ,ja-JP,ko-KR,102011,轻巡,Light Cruiser,白鹰,Eagle Union,,,奥马哈,,
오미,近江,ja-JP,ko-KR,305161,战列,Battleship,重樱,Sakura Empire,,,近江,鳉,
오야시오,親潮,ja-JP,ko-KR,301281,驱逐,Destroyer,重樱,Sakura Empire,,,亲潮,藮,
오오시오,大潮,ja-JP,ko-KR,301641,驱逐,Destroyer,重樱,Sakura Empire,,,大潮,荙,
오오카미 미오,大神ミオ,ja-JP,ko-KR,900806,正航,Aircraft Carrier,联动阵营,Collab,,,大神澪,,
오와리,尾張,ja-JP,ko-KR,305131,战列,Battleship,重樱,Sakura Empire,,,尾张,鳂,
오이테,追風,ja-JP,ko-KR,301851,驱逐,Destroyer,重樱,Sakura Empire,,,追风,椎,
오조르노이,オゾルノイ,ja-JP,ko-KR,701131,驱逐,Destroyer,北方联合,Northern Parliament,,,顽皮,,
오클라호마,オクラホマ,ja-JP,ko-KR,105021,战列,Battleship,白鹰,Eagle Union,,,俄克拉荷马,,
오토 폰 알벤슬레벤,オットー・フォン・アルフェンスレーベン,ja-JP,ko-KR,401991,驱逐,Destroyer,铁血,Iron Blood,,,奥托·冯·阿尔文斯莱本,奥莉薇娅·冯·阿诺德,
올레그,オレグ,ja-JP,ko-KR,702081,轻巡,Light Cruiser,北方联合,Northern Parliament,,,奥列格,,
옵저버 제로,オブザーバー・零,ja-JP,ko-KR,900136,正航,Aircraft Carrier,白鹰,Eagle Union,,,观察者-零,,
와스프,ワスプ,ja-JP,ko-KR,107081,正航,Aircraft Carrier,白鹰,Eagle Union,,,胡蜂,,
와카바,若葉,ja-JP,ko-KR,301231,驱逐,Destroyer,重樱,Sakura Empire,,,若叶,楉,
와카츠키,若月,ja-JP,ko-KR,301881,驱逐,Destroyer,重樱,Sakura Empire,,,若月,若,
와타라세,渡良瀬,ja-JP,ko-KR,302251,轻巡,Light Cruiser,重樱,Sakura Empire,,,渡良濑,獭,
요르크,ヨルク,ja-JP,ko-KR,403111,重巡,Heavy Cruiser,铁血,Iron Blood,,,约克,伊冯娜,
요시노,四糸乃,ja-JP,ko-KR,11500041,轻航,Light Carrier,联动阵营,Collab,,,四糸乃,,
요이즈키,宵月,ja-JP,ko-KR,301581,驱逐,Destroyer,重樱,Sakura Empire,,,宵月,楛,
요크,ヨーク,ja-JP,ko-KR,203071,重巡,Heavy Cruiser,皇家,Royal Navy,,,约克,伊冯娜,
요크타운,ヨークタウン,ja-JP,ko-KR,107051,正航,Aircraft Carrier,白鹰,Eagle Union,,,约克城,,
요크타운·META,ヨークタウン(META),ja-JP,ko-KR,9707081,正航,Aircraft Carrier,META,META,META,,约克城·META,,
요크타운Ⅱ,ヨークタウンⅡ,ja-JP,ko-KR,107101,正航,Aircraft Carrier,白鹰,Eagle Union,II型,,约克城II,,
우골리노 비발디,ウゴリーノ・ヴィヴァルディ,ja-JP,ko-KR,601121,驱逐,Destroyer,撒丁帝国,Sardegna Empire,,,乌戈里诺·维瓦尔迪,,
우라나미,浦波,ja-JP,ko-KR,301721,驱逐,Destroyer,重樱,Sakura Empire,,,浦波,朴,
우라카제,浦風,ja-JP,ko-KR,301591,驱逐,Destroyer,重樱,Sakura Empire,,,浦风,槆,
우루루,ウルゥル,ja-JP,ko-KR,10300041,轻航,Light Carrier,联动阵营,Collab,,,乌璐露,,
우미카제,海風,ja-JP,ko-KR,301471,驱逐,Destroyer,重樱,Sakura Empire,,,海风,菪,
우즈키,卯月,ja-JP,ko-KR,301351,驱逐,Destroyer,重樱,Sakura Empire,,,卯月,楙,
운류,雲龍,ja-JP,ko-KR,307171,正航,Aircraft Carrier,重樱,Sakura Empire,,,云龙,靇,
운젠,雲仙,ja-JP,ko-KR,303191,重巡,Heavy Cruiser,重樱,Sakura Empire,,,云仙,猃,
울리히 폰 후텐,ウルリッヒ・フォン・フッテン,ja-JP,ko-KR,405031,战列,Battleship,铁血,Iron Blood,,,乌尔里希·冯·胡滕,乌尔里克·冯·胡贝尔,
워스파이트,ウォースパイト,ja-JP,ko-KR,205021,战列,Battleship,皇家,Royal Navy,,,厌战,,
워싱턴,ワシントン,ja-JP,ko-KR,105131,战列,Battleship,白鹰,Eagle Union,,,华盛顿,,
웨스트버지니아,ウェストバージニア,ja-JP,ko-KR,105111,战列,Battleship,白鹰,Eagle Union,,,西弗吉尼亚,,
위다,ウィダー,ja-JP,ko-KR,9600051,风帆,Sailing Frigate,飓风船团,Tempesta,,,维达号,,
위치타,ウィチタ,ja-JP,ko-KR,103111,重巡,Heavy Cruiser,白鹰,Eagle Union,,,威奇塔,,
위치타·META,ウィチタ(META),ja-JP,ko-KR,9703041,重巡,Heavy Cruiser,META,META,META,,威奇塔·META,,
윌리엄 D 포터,ウィリアム・D・ポーター,ja-JP,ko-KR,101101,驱逐,Destroyer,白鹰,Eagle Union,,,威廉·D·波特,,
유구레,夕暮,ja-JP,ko-KR,301261,驱逐,Destroyer,重樱,Sakura Empire,,,夕暮,棭,
유니콘,ユニコーン,ja-JP,ko-KR,206031,轻航,Light Carrier,皇家,Royal Navy,,,独角兽,,
유다치,夕立,ja-JP,ko-KR,301141,驱逐,Destroyer,重樱,Sakura Empire,,,夕立,椿,
유다치·META,夕立(META),ja-JP,ko-KR,9701091,驱逐,Destroyer,META,META,META,,夕立·META,椿·META,
유라,由良,ja-JP,ko-KR,302071,轻巡,Light Cruiser,重樱,Sakura Empire,,,由良,㹨,
유미,雪泉,ja-JP,ko-KR,11000041,正航,Aircraft Carrier,联动阵营,Collab,,,雪泉,,
유미아 리스펠트,优米雅·利斯菲尔德,ja-JP,ko-KR,900517,轻航,Light Carrier,联动阵营,Collab,,,优米雅·利斯菲尔德,,
유바리,夕張,ja-JP,ko-KR,302011,轻巡,Light Cruiser,重樱,Sakura Empire,,,夕张,狐,
유우야키,夕焼,ja-JP,ko-KR,11000071,重巡,Heavy Cruiser,联动阵营,Collab,,,夕烧,,
유키노,ゆきの,ja-JP,ko-KR,10600151,轻巡,Light Cruiser,联动阵营,Collab,,,千乃,,
유키카제,雪風,ja-JP,ko-KR,301161,驱逐,Destroyer,重樱,Sakura Empire,,,雪风,莲,
이13,伊13,ja-JP,ko-KR,317011,潜母,Aviation Submarine,重樱,Sakura Empire,,,伊13,十纱,
이168,伊168,ja-JP,ko-KR,308061,潜艇,Submarine,重樱,Sakura Empire,,,伊168,伊吕波,
이19,伊19,ja-JP,ko-KR,308011,潜艇,Submarine,重樱,Sakura Empire,,,伊19,衣玖,
이25,伊25,ja-JP,ko-KR,308041,潜艇,Submarine,重樱,Sakura Empire,,,伊25,双叶檎,
이26,伊26,ja-JP,ko-KR,308021,潜艇,Submarine,重樱,Sakura Empire,,,伊26,双叶梦,
이404,伊404,ja-JP,ko-KR,317021,潜母,Aviation Submarine,重樱,Sakura Empire,,,伊404,诗玲寺,
이56,伊56,ja-JP,ko-KR,308051,潜艇,Submarine,重樱,Sakura Empire,,,伊56,冴梦,
