source,target,tgt_lng,src_lng,ship_id,ship_type_zh,ship_type_en,nation_zh,nation_en,variant,zh_CN_form,zh_CN_standard,zh_CN_harmonised,same_source_alternatives
ローン(μ兵装),론(μ장비),ko-KR,ja-JP,403081,重巡,Heavy Cruiser,铁血,Iron Blood,μ兵装,,罗恩(μ兵装),艾伯塔(μ兵装),
ワシントン,워싱턴,ko-KR,ja-JP,105131,战列,Battleship,白鹰,Eagle Union,,,华盛顿,,
ワスプ,와스프,ko-KR,ja-JP,107081,正航,Aircraft Carrier,白鹰,Eagle Union,,,胡蜂,,
ヴァリアント,밸리언트,ko-KR,ja-JP,205101,战列,Battleship,皇家,Royal Navy,,,英勇,,
ヴァンガード,뱅가드,ko-KR,ja-JP,205131,战列,Battleship,皇家,Royal Navy,,,前卫,,
ヴァンパイア,뱀파이어,ko-KR,ja-JP,201231,驱逐,Destroyer,皇家,Royal Navy,,,吸血鬼,,
ヴァンパイア(META),뱀파이어·META,ko-KR,ja-JP,9701051,驱逐,Destroyer,META,META,META,,吸血鬼·META,,
ヴィクトリアス,빅토리어스,ko-KR,ja-JP,207041,正航,Aircraft Carrier,皇家,Royal Navy,,,胜利,,
ヴィットリオ・クニベルティ,비토리오 쿠니베르티,ko-KR,ja-JP,699031,驱逐,Destroyer,撒丁帝国,Sardegna Empire,,,维托里奥·库尼贝尔蒂,,
ヴィットリオ・ヴェネト,비토리오 베네토,ko-KR,ja-JP,605011,战列,Battleship,撒丁帝国,Sardegna Empire,,,维托里奥·维内托,,
ヴィンセンス,빈센스,ko-KR,ja-JP,103101,重巡,Heavy Cruiser,白鹰,Eagle Union,,,文森斯,,
ヴィンチェンツォ・ジョベルティ,빈첸초 조베르티,ko-KR,ja-JP,601031,驱逐,Destroyer,撒丁帝国,Sardegna Empire,,,文琴佐·焦贝蒂,,
ヴェスタル,베스탈,ko-KR,ja-JP,112011,维修,Repair,白鹰,Eagle Union,,,女灶神,,
ヴェスタル(META),베스탈·META,ko-KR,ja-JP,9712011,维修,Repair,META,META,META,,女灶神·META,,
ヴェーザー,베저,ko-KR,ja-JP,406011,轻航,Light Carrier,铁血,Iron Blood,,,威悉,威尔玛,
ヴォルガ,볼가,ko-KR,ja-JP,707011,正航,Aircraft Carrier,北方联合,Northern Parliament,,,伏尔加,,
ヴォロシーロフ,보로실로프,ko-KR,ja-JP,702071,轻巡,Light Cruiser,北方联合,Northern Parliament,,,伏罗希洛夫,,
ヴォークラン,보클랭,ko-KR,ja-JP,901031,驱逐,Destroyer,维希教廷,Vichya Dominion,,,沃克兰,,
七省,드 제번 프로빈시엔,ko-KR,ja-JP,900496,轻巡,Light Cruiser,郁金王国,Kingdom of Tulipa,,,七省,,
三日月,미카즈키,ko-KR,ja-JP,301411,驱逐,Destroyer,重樱,Sakura Empire,,,三日月,檧,
三浦あずさ,미우라 아즈사,ko-KR,ja-JP,10700041,重巡,Heavy Cruiser,联动阵营,Collab,,,三浦 梓,,
三笠,미카사,ko-KR,ja-JP,305111,战列,Battleship,重樱,Sakura Empire,,,三笠,鲐,
三隈,미쿠마,ko-KR,ja-JP,302111,轻巡,Light Cruiser,重樱,Sakura Empire,,,三隈,狻,
不知火,시라누이,ko-KR,ja-JP,301181,驱逐,Destroyer,重樱,Sakura Empire,,,不知火,蒲,
五十鈴,이스즈,ko-KR,ja-JP,302051,轻巡,Light Cruiser,重樱,Sakura Empire,,,五十铃,貉,
五河琴里,이츠카 코토리,ko-KR,ja-JP,11500031,战列,Battleship,联动阵营,Collab,,,五河琴里,,
伊13,이13,ko-KR,ja-JP,317011,潜母,Aviation Submarine,重樱,Sakura Empire,,,伊13,十纱,
伊168,이168,ko-KR,ja-JP,308061,潜艇,Submarine,重樱,Sakura Empire,,,伊168,伊吕波,
伊19,이19,ko-KR,ja-JP,308011,潜艇,Submarine,重樱,Sakura Empire,,,伊19,衣玖,
伊25,이25,ko-KR,ja-JP,308041,潜艇,Submarine,重樱,Sakura Empire,,,伊25,双叶檎,
伊26,이26,ko-KR,ja-JP,308021,潜艇,Submarine,重樱,Sakura Empire,,,伊26,双叶梦,
伊404,이404,ko-KR,ja-JP,317021,潜母,Aviation Submarine,重樱,Sakura Empire,,,伊404,诗玲寺,
伊56,이56,ko-KR,ja-JP,308051,潜艇,Submarine,重樱,Sakura Empire,,,伊56,冴梦,
伊58,이58,ko-KR,ja-JP,308031,潜艇,Submarine,重樱,Sakura Empire,,,伊58,冴矢,
伊勢,이세,ko-KR,ja-JP,305031,战列,Battleship,重樱,Sakura Empire,,,伊势,鳌,
伊吹,이부키,ko-KR,ja-JP,399011,重巡,Heavy Cruiser,重樱,Sakura Empire,,,伊吹,峦,
伏波,푸보,ko-KR,ja-JP,501091,驱逐,Destroyer,东煌,Dragon Empery,,,伏波,,
优米雅·利斯菲尔德,유미아 리스펠트,ko-KR,ja-JP,900517,轻航,Light Carrier,联动阵营,Collab,,,优米雅·利斯菲尔德,,
信濃,시나노,ko-KR,ja-JP,307081,正航,Aircraft Carrier,重樱,Sakura Empire,,,信浓,鵗,
信濃ちゃん,꼬마 시나노,ko-KR,ja-JP,307141,正航,Aircraft Carrier,重樱,Sakura Empire,,,小信浓,小鵗,
八舞耶倶矢・八舞夕弦,야마이 카구야 · 야마이 유즈루,ko-KR,ja-JP,11500061,轻巡,Light Cruiser,联动阵营,Collab,,,八舞耶俱矢·八舞夕弦,,
出雲,이즈모,ko-KR,ja-JP,399021,战列,Battleship,重樱,Sakura Empire,,,出云,侌,
初春,하츠하루,ko-KR,ja-JP,301211,驱逐,Destroyer,重樱,Sakura Empire,,,初春,梅,
初月,하츠즈키,ko-KR,ja-JP,301891,驱逐,Destroyer,重樱,Sakura Empire,,,初月,檚,
初霜,하츠시모,ko-KR,ja-JP,301241,驱逐,Destroyer,重樱,Sakura Empire,,,初霜,檨,
加古,카코,ko-KR,ja-JP,303021,重巡,Heavy Cruiser,重樱,Sakura Empire,,,加古,狌,
加賀,카가,ko-KR,ja-JP,305071,战列,Battleship,重樱,Sakura Empire,,,加贺,鸾,
北風,키타카제,ko-KR,ja-JP,399031,驱逐,Destroyer,重樱,Sakura Empire,,,北风,苝,
千代田,치요다,ko-KR,ja-JP,306091,轻航,Light Carrier,重樱,Sakura Empire,,,千代田,鹃,
千歳,치토세,ko-KR,ja-JP,306081,轻航,Light Carrier,重樱,Sakura Empire,,,千岁,鹂,
南夢芽,미나미 유메,ko-KR,ja-JP,10800051,重巡,Heavy Cruiser,联动阵营,Collab,,,南梦芽,,
博尔扎诺·META,볼차노·META,ko-KR,ja-JP,900489,重巡,Heavy Cruiser,META,META,META,,博尔扎诺·META,,
卯月,우즈키,ko-KR,ja-JP,301351,驱逐,Destroyer,重樱,Sakura Empire,,,卯月,楙,
双海亜美,후타미 아미,ko-KR,ja-JP,10700061,潜艇,Submarine,联动阵营,Collab,,,双海亚美,,
双海真美,후타미 마미,ko-KR,ja-JP,10700071,潜艇,Submarine,联动阵营,Collab,,,双海真美,,
反击·META,리펄스·META,ko-KR,ja-JP,900505,战巡,Battlecruiser,META,META,META,,反击·META,,
古手川唯,코테가와 유이,ko-KR,ja-JP,900478,正航,Aircraft Carrier,联动阵营,Collab,,,古手川唯,,
古鷹,후루타카,ko-KR,ja-JP,303011,重巡,Heavy Cruiser,重樱,Sakura Empire,,,古鹰,狼,
名取,나토리,ko-KR,ja-JP,302061,轻巡,Light Cruiser,重樱,Sakura Empire,,,名取,猽,
名寄,나요로,ko-KR,ja-JP,302291,轻巡,Light Cruiser,重樱,Sakura Empire,,,名寄,貀,
吹雪,후부키,ko-KR,ja-JP,301011,驱逐,Destroyer,重樱,Sakura Empire,,,吹雪,桐,
吾妻,아즈마,ko-KR,ja-JP,399041,超巡,Large Cruiser,重樱,Sakura Empire,,,吾妻,猉,
四万十,시만토,ko-KR,ja-JP,399061,轻巡,Light Cruiser,重樱,Sakura Empire,,,四万十,虒,
四糸乃,요시노,ko-KR,ja-JP,11500041,轻航,Light Carrier,联动阵营,Collab,,,四糸乃,,
土佐,토사,ko-KR,ja-JP,305081,战列,Battleship,重樱,Sakura Empire,,,土佐,䲠,
声望·META,리나운·META,ko-KR,ja-JP,900504,战巡,Battlecruiser,META,META,META,,声望·META,,
夏色まつり,나츠이로 마츠리,ko-KR,ja-JP,900802,驱逐,Destroyer,联动阵营,Collab,,,夏色祭,,
夕張,유바리,ko-KR,ja-JP,302011,轻巡,Light Cruiser,重樱,Sakura Empire,,,夕张,狐,
夕暮,유구레,ko-KR,ja-JP,301261,驱逐,Destroyer,重樱,Sakura Empire,,,夕暮,棭,
夕焼,유우야키,ko-KR,ja-JP,11000071,重巡,Heavy Cruiser,联动阵营,Collab,,,夕烧,,
夕立,유다치,ko-KR,ja-JP,301141,驱逐,Destroyer,重樱,Sakura Empire,,,夕立,椿,
夕立(META),유다치·META,ko-KR,ja-JP,9701091,驱逐,Destroyer,META,META,META,,夕立·META,椿·META,
夜刀神十香,야토가미 토카,ko-KR,ja-JP,11500011,重巡,Heavy Cruiser,联动阵营,Collab,,,夜刀神十香,,
大山,다이센,ko-KR,ja-JP,399071,战列,Battleship,重樱,Sakura Empire,,,大山,鳝,
大潮,오오시오,ko-KR,ja-JP,301641,驱逐,Destroyer,重樱,Sakura Empire,,,大潮,荙,
大神ミオ,오오카미 미오,ko-KR,ja-JP,900806,正航,Aircraft Carrier,联动阵营,Collab,,,大神澪,,
大鳳,다이호,ko-KR,ja-JP,307071,正航,Aircraft Carrier,重樱,Sakura Empire,,,大凤,鹩,
大鳳(META),다이호·META,ko-KR,ja-JP,9707051,正航,Aircraft Carrier,META,META,META,,大凤·META,鹩·META,
大鳳(μ兵装),다이호(μ장비),ko-KR,ja-JP,307111,正航,Aircraft Carrier,重樱,Sakura Empire,μ兵装,,大凤(μ兵装),鹩(μ兵装),
大鳳ちゃん,꼬마 다이호,ko-KR,ja-JP,307131,正航,Aircraft Carrier,重樱,Sakura Empire,,,小大凤,小鹩,
天城,아마기,ko-KR,ja-JP,304051,战巡,Battlecruiser,重樱,Sakura Empire,,,天城,鳐,아마기 [重樱 战巡] | 아마기(항공모함) [重樱 正航]
天城(空母),아마기(항공모함),ko-KR,ja-JP,307151,正航,Aircraft Carrier,重樱,Sakura Empire,,,天城,鳐,
天城ちゃん,꼬마 아마기,ko-KR,ja-JP,304071,战巡,Battlecruiser,重樱,Sakura Empire,,,小天城,小鳐,
天海春香,아마미 하루카,ko-KR,ja-JP,10700011,轻巡,Light Cruiser,联动阵营,Collab,,,天海春香,,
太原,타이위안,ko-KR,ja-JP,501041,驱逐,Destroyer,东煌,Dragon Empery,,,太原,,
女天狗,뇨텐구,ko-KR,ja-JP,10600061,正航,Aircraft Carrier,联动阵营,Collab,,,女天狗,,
如月,키사라기,ko-KR,ja-JP,301331,驱逐,Destroyer,重樱,Sakura Empire,,,如月,樟,
如月千早,키사라기 치하야,ko-KR,ja-JP,10700021,正航,Aircraft Carrier,联动阵营,Collab,,,如月千早,,
妙風,타에카제,ko-KR,ja-JP,301921,驱逐,Destroyer,重樱,Sakura Empire,,,妙风,杪,
妙高,묘코,ko-KR,ja-JP,303071,重巡,Heavy Cruiser,重樱,Sakura Empire,,,妙高,獌,
妮娜·弗里德,니나 프리드,ko-KR,ja-JP,900518,战列,Battleship,联动阵营,Collab,,,妮娜·弗里德,,
安德烈亚·多利亚·META,안드레아 도리아·META,ko-KR,ja-JP,900492,战列,Battleship,META,META,META,,安德烈亚·多利亚·META,,
定安,딩안,ko-KR,ja-JP,519011,运输,Munition Ship,东煌,Dragon Empery,,,定安,,
宝多六花,타카라다 릿카,ko-KR,ja-JP,10800011,轻巡,Light Cruiser,联动阵营,Collab,,,宝多六花,,
宵月,요이즈키,ko-KR,ja-JP,301581,驱逐,Destroyer,重樱,Sakura Empire,,,宵月,楛,
寧海,닝하이,ko-KR,ja-JP,502021,轻巡,Light Cruiser,东煌,Dragon Empery,,,宁海,,
寰昌,환창,ko-KR,ja-JP,504011,战巡,Battlecruiser,东煌,Dragon Empery,,,寰昌,,
尾張,오와리,ko-KR,ja-JP,305131,战列,Battleship,重樱,Sakura Empire,,,尾张,鳂,
山城,야마시로,ko-KR,ja-JP,305021,战列,Battleship,重樱,Sakura Empire,,,山城,鲼,
山城(META),야마시로·META,ko-KR,ja-JP,9705021,战列,Battleship,META,META,META,,山城·META,鲼·META,
山風,야마카제,ko-KR,ja-JP,301481,驱逐,Destroyer,重樱,Sakura Empire,,,山风,杣,
島風,시마카제,ko-KR,ja-JP,301291,驱逐,Destroyer,重樱,Sakura Empire,,,岛风,芒,
川内,센다이,ko-KR,ja-JP,302121,轻巡,Light Cruiser,重樱,Sakura Empire,,,川内,貆,
巻波,마키나미,ko-KR,ja-JP,301801,驱逐,Destroyer,重樱,Sakura Empire,,,卷波,棬,
平海,핑하이,ko-KR,ja-JP,502031,轻巡,Light Cruiser,东煌,Dragon Empery,,,平海,,
建武,지엔우,ko-KR,ja-JP,503011,重巡,Heavy Cruiser,东煌,Dragon Empery,,,建武,,
彰武,장우,ko-KR,ja-JP,503021,重巡,Heavy Cruiser,东煌,Dragon Empery,,,彰武,,
応瑞,잉 루이,ko-KR,ja-JP,502041,轻巡,Light Cruiser,东煌,Dragon Empery,,,应瑞,,
愛宕,아타고,ko-KR,ja-JP,303121,重巡,Heavy Cruiser,重樱,Sakura Empire,,,爱宕,犬,
扶桑,후소,ko-KR,ja-JP,305011,战列,Battleship,重樱,Sakura Empire,,,扶桑,魟,
扶桑(META),후소·META,ko-KR,ja-JP,9705011,战列,Battleship,META,META,META,,扶桑·META,魟·META,
摩耶,마야,ko-KR,ja-JP,303131,重巡,Heavy Cruiser,重樱,Sakura Empire,,,摩耶,犮,
撫順,푸슌,ko-KR,ja-JP,501021,驱逐,Destroyer,东煌,Dragon Empery,,,抚顺,,
文月,후미즈키,ko-KR,ja-JP,301381,驱逐,Destroyer,重樱,Sakura Empire,,,文月,橗,
斑鳩,이카루가,ko-KR,ja-JP,11000021,重巡,Heavy Cruiser,联动阵营,Collab,,,斑鸠,,
新月,니이즈키,ko-KR,ja-JP,301561,驱逐,Destroyer,重樱,Sakura Empire,,,新月,枥,크레센트 [皇家 驱逐] | 니이즈키 [重樱 驱逐]
新条アカネ,신죠 아카네,ko-KR,ja-JP,10800021,战列,Battleship,联动阵营,Collab,,,新条茜,,
旗風,하타카제,ko-KR,ja-JP,301791,驱逐,Destroyer,重樱,Sakura Empire,,,旗风,樋,
旗風(META),하타카제·META,ko-KR,ja-JP,9701031,驱逐,Destroyer,META,META,META,,旗风·META,樋·META,
日向,휴가,ko-KR,ja-JP,305041,战列,Battleship,重樱,Sakura Empire,,,日向,螯,
明石,아카시,ko-KR,ja-JP,312011,维修,Repair,重樱,Sakura Empire,,,明石,茗,
春月,하루츠키,ko-KR,ja-JP,301571,驱逐,Destroyer,重樱,Sakura Empire,,,春月,桸,
時崎狂三,토키사키 쿠루미,ko-KR,ja-JP,11500051,轻巡,Light Cruiser,联动阵营,Collab,,,时崎狂三,,
時雨,시구레,ko-KR,ja-JP,301151,驱逐,Destroyer,重樱,Sakura Empire,,,时雨,栴,
暁,아카츠키,ko-KR,ja-JP,301091,驱逐,Destroyer,重樱,Sakura Empire,,,晓,枫,
最上,모가미,ko-KR,ja-JP,302101,轻巡,Light Cruiser,重樱,Sakura Empire,,,最上,猨,
有明,아리아케,ko-KR,ja-JP,301251,驱逐,Destroyer,重樱,Sakura Empire,,,有明,榎,
朝凪,아사나기,ko-KR,ja-JP,301901,驱逐,Destroyer,重樱,Sakura Empire,,,朝凪,桎,
朝潮,아사시오,ko-KR,ja-JP,301631,驱逐,Destroyer,重樱,Sakura Empire,,,朝潮,棹,
木津,키즈,ko-KR,ja-JP,302281,轻巡,Light Cruiser,重樱,Sakura Empire,,,木津,貘,
朱利奥·凯撒·META,줄리오 체사레·META,ko-KR,ja-JP,900491,战列,Battleship,META,META,META,,朱利奥·凯撒·META,,
松風,마츠카제,ko-KR,ja-JP,301311,驱逐,Destroyer,重樱,Sakura Empire,,,松风,棡,
榛名,하루나,ko-KR,ja-JP,304031,战巡,Battlecruiser,重樱,Sakura Empire,,,榛名,鲑,
樫野,카시노,ko-KR,ja-JP,319011,运输,Munition Ship,重樱,Sakura Empire,,,樫野,㭴,
武蔵,무사시,ko-KR,ja-JP,305101,战列,Battleship,重樱,Sakura Empire,,,武藏,鳄,
比叡,히에이,ko-KR,ja-JP,304021,战巡,Battlecruiser,重樱,Sakura Empire,,,比叡,鲟,
比叡·META（前排）,히에이·META,ko-KR,ja-JP,900450,超巡,Large Cruiser,META,META,META,,比叡·META（前排）,鲟·META（前排）,
比叡ちゃん,꼬마 히에이,ko-KR,ja-JP,304061,战巡,Battlecruiser,重樱,Sakura Empire,,,小比叡,小鲟,
水瀬伊織,미나세 이오리,ko-KR,ja-JP,10700031,战列,Battleship,联动阵营,Collab,,,水濑伊织,,
水無月,미나즈키,ko-KR,ja-JP,301371,驱逐,Destroyer,重樱,Sakura Empire,,,水无月,杌,
水無瀬,미나세,ko-KR,ja-JP,302271,轻巡,Light Cruiser,重樱,Sakura Empire,,,水无濑,鼯,
汎用型ブリ,범용형 부린,ko-KR,ja-JP,100001,驱逐,Destroyer,通用,Universal,,,泛用型布里,,
江風,카와카제,ko-KR,ja-JP,301491,驱逐,Destroyer,重樱,Sakura Empire,,,江风,茳,
江風(META),카와카제·META,ko-KR,ja-JP,9701081,驱逐,Destroyer,META,META,META,,江风·META,茳·META,
浅間,아사마,ko-KR,ja-JP,303201,重巡,Heavy Cruiser,重樱,Sakura Empire,,,浅间,猏,
浜風,하마카제,ko-KR,ja-JP,301611,驱逐,Destroyer,重樱,Sakura Empire,,,滨风,樇,
浦波,우라나미,ko-KR,ja-JP,301721,驱逐,Destroyer,重樱,Sakura Empire,,,浦波,朴,
浦風,우라카제,ko-KR,ja-JP,301591,驱逐,Destroyer,重樱,Sakura Empire,,,浦风,槆,
海圻,하이치,ko-KR,ja-JP,502081,轻巡,Light Cruiser,东煌,Dragon Empery,,,海圻,,
海天,하이티엔,ko-KR,ja-JP,502071,轻巡,Light Cruiser,东煌,Dragon Empery,,,海天,,
海容,하이롱,ko-KR,ja-JP,502101,轻巡,Light Cruiser,东煌,Dragon Empery,,,海容,,
海籌,하이처우,ko-KR,ja-JP,502121,轻巡,Light Cruiser,东煌,Dragon Empery,,,海筹,,
海風,우미카제,ko-KR,ja-JP,301471,驱逐,Destroyer,重樱,Sakura Empire,,,海风,菪,
涼月,스즈츠키,ko-KR,ja-JP,301841,驱逐,Destroyer,重樱,Sakura Empire,,,凉月,栎,
涼波,스즈나미,ko-KR,ja-JP,301911,驱逐,Destroyer,重樱,Sakura Empire,,,凉波,椋,
深雪,미유키,ko-KR,ja-JP,301041,驱逐,Destroyer,重樱,Sakura Empire,,,深雪,梧,
清波,키요나미,ko-KR,ja-JP,301541,驱逐,Destroyer,重樱,Sakura Empire,,,清波,棈,
済安,지안,ko-KR,ja-JP,502091,轻巡,Light Cruiser,东煌,Dragon Empery,,,济安,,
渡良瀬,와타라세,ko-KR,ja-JP,302251,轻巡,Light Cruiser,重樱,Sakura Empire,,,渡良濑,獭,
湊あくあ,미나토 아쿠아,ko-KR,ja-JP,900807,潜艇,Submarine,联动阵营,Collab,,,湊阿库娅,,
満潮,미치시오,ko-KR,ja-JP,301651,驱逐,Destroyer,重樱,Sakura Empire,,,满潮,樠,
焔,호무라,ko-KR,ja-JP,11000031,潜艇,Submarine,联动阵营,Collab,,,焰,,
熊野,쿠마노,ko-KR,ja-JP,303181,重巡,Heavy Cruiser,重樱,Sakura Empire,,,熊野,猁,
特伦托·META,트렌토·META,ko-KR,ja-JP,900490,重巡,Heavy Cruiser,META,META,META,,特伦托·META,,
特装型ブリMKⅢ,특장형 부린 MKIII,ko-KR,ja-JP,100021,驱逐,Destroyer,通用,Universal,,,特装型布里MKIII,,
瑞鳳,즈이호,ko-KR,ja-JP,306041,轻航,Light Carrier,重樱,Sakura Empire,,,瑞凤,鹳,
瑞鶴,즈이카쿠,ko-KR,ja-JP,307061,正航,Aircraft Carrier,重樱,Sakura Empire,,,瑞鹤,鹤,
由良,유라,ko-KR,ja-JP,302071,轻巡,Light Cruiser,重樱,Sakura Empire,,,由良,㹨,
白上フブキ,시라카미 후부키,ko-KR,ja-JP,900801,驱逐,Destroyer,联动阵营,Collab,,,白上吹雪,,
白雪,시라유키,ko-KR,ja-JP,301021,驱逐,Destroyer,重樱,Sakura Empire,,,白雪,杉,
白露,시라츠유,ko-KR,ja-JP,301131,驱逐,Destroyer,重樱,Sakura Empire,,,白露,梿,
白鳳,하쿠호,ko-KR,ja-JP,307161,正航,Aircraft Carrier,重樱,Sakura Empire,,,白凤,䳆,
白龍,하쿠류,ko-KR,ja-JP,399051,正航,Aircraft Carrier,重樱,Sakura Empire,,,白龙,鹫,
百鬼あやめ,나키리 아야메,ko-KR,ja-JP,900803,重巡,Heavy Cruiser,联动阵营,Collab,,,百鬼绫目,,
睦月,무츠키,ko-KR,ja-JP,301321,驱逐,Destroyer,重樱,Sakura Empire,,,睦月,松,
磯風,이소카제,ko-KR,ja-JP,301601,驱逐,Destroyer,重樱,Sakura Empire,,,矶风,柉,
神通,진츠,ko-KR,ja-JP,302131,轻巡,Light Cruiser,重樱,Sakura Empire,,,神通,貎,
神通·META,진츠·META,ko-KR,ja-JP,900458,轻巡,Light Cruiser,META,META,META,,神通·META,貎·META,
神風,카미카제,ko-KR,ja-JP,301301,驱逐,Destroyer,重樱,Sakura Empire,,,神风,榊,
祥鳳,쇼호,ko-KR,ja-JP,306051,轻航,Light Carrier,重樱,Sakura Empire,,,祥凤,鹞,
秋月律子,아키즈키 리츠코,ko-KR,ja-JP,10700051,运输,Munition Ship,联动阵营,Collab,,,秋月律子,,
筑摩,치쿠마,ko-KR,ja-JP,303061,重巡,Heavy Cruiser,重樱,Sakura Empire,,,筑摩,狘,
紀伊,키이,ko-KR,ja-JP,305121,战列,Battleship,重樱,Sakura Empire,,,纪伊,鲣,
紫,무라사키,ko-KR,ja-JP,11000061,轻航,Light Carrier,联动阵营,Collab,,,紫,,
紫咲シオン,무라사키 시온,ko-KR,ja-JP,900805,轻航,Light Carrier,联动阵营,Collab,,,紫咲诗音,,
綾波,아야나미,ko-KR,ja-JP,301051,驱逐,Destroyer,重樱,Sakura Empire,,,绫波,柚,
綾瀬,아야세,ko-KR,ja-JP,302261,轻巡,Light Cruiser,重樱,Sakura Empire,,,绫濑,狑,
羽黒,하구로,ko-KR,ja-JP,303101,重巡,Heavy Cruiser,重樱,Sakura Empire,,,羽黑,犰,
翔鶴,쇼카쿠,ko-KR,ja-JP,307051,正航,Aircraft Carrier,重樱,Sakura Empire,,,翔鹤,鹬,
肇和,차오 호,ko-KR,ja-JP,502051,轻巡,Light Cruiser,东煌,Dragon Empery,,,肇和,,
能代,노시로,ko-KR,ja-JP,302211,轻巡,Light Cruiser,重樱,Sakura Empire,,,能代,貅,
能代(μ兵装),노시로(μ장비),ko-KR,ja-JP,302241,轻巡,Light Cruiser,重樱,Sakura Empire,μ兵装,,能代(μ兵装),貅(μ兵装),
艾菈·冯·杜勒,아일라 폰 뒤러,ko-KR,ja-JP,900515,轻巡,Light Cruiser,联动阵营,Collab,,,艾菈·冯·杜勒,,
花月,하나즈키,ko-KR,ja-JP,301821,驱逐,Destroyer,重樱,Sakura Empire,,,花月,榵,
若月,와카츠키,ko-KR,ja-JP,301881,驱逐,Destroyer,重樱,Sakura Empire,,,若月,若,
若葉,와카바,ko-KR,ja-JP,301231,驱逐,Destroyer,重樱,Sakura Empire,,,若叶,楉,
荒潮,아라시오,ko-KR,ja-JP,301661,驱逐,Destroyer,重樱,Sakura Empire,,,荒潮,栘,
華甲,화지아,ko-KR,ja-JP,506021,轻航,Light Carrier,东煌,Dragon Empery,,,华甲,,
葛城,카츠라기,ko-KR,ja-JP,307121,正航,Aircraft Carrier,重樱,Sakura Empire,,,葛城,鹖,
蒼龍,소류,ko-KR,ja-JP,307031,正航,Aircraft Carrier,重樱,Sakura Empire,,,苍龙,蛟,
蒼龍(META),소류·META,ko-KR,ja-JP,9707031,正航,Aircraft Carrier,META,META,META,,苍龙·META,蛟·META,
蕾妮雅,레이냐,ko-KR,ja-JP,900516,驱逐,Destroyer,联动阵营,Collab,,,蕾妮雅,,
藤波,후지나미,ko-KR,ja-JP,301941,驱逐,Destroyer,重樱,Sakura Empire,,,藤波,藤,
虎賁,후번,ko-KR,ja-JP,501061,驱逐,Destroyer,东煌,Dragon Empery,,,虎贲,,
衣笠,키누가사,ko-KR,ja-JP,303041,重巡,Heavy Cruiser,重樱,Sakura Empire,,,衣笠,猅,
西連寺春菜,사이렌지 하루나,ko-KR,ja-JP,900477,战巡,Battlecruiser,联动阵营,Collab,,,西连寺春菜,,
親潮,오야시오,ko-KR,ja-JP,301281,驱逐,Destroyer,重樱,Sakura Empire,,,亲潮,藮,
試作型ブリMKII,시제형 부린 MKⅡ,ko-KR,ja-JP,100011,驱逐,Destroyer,通用,Universal,II型,,试作型布里MKII,,
谷風,타니카제,ko-KR,ja-JP,301621,驱逐,Destroyer,重樱,Sakura Empire,,,谷风,栭,
赤城,아카기,ko-KR,ja-JP,307011,正航,Aircraft Carrier,重樱,Sakura Empire,,,赤城,凰,
赤城(μ兵装),아카기(μ장비),ko-KR,ja-JP,307101,正航,Aircraft Carrier,重樱,Sakura Empire,μ兵装,,赤城(μ兵装),凰(μ兵装),
